Name,chrom,strand,tss,l2_FLvsAD,l2_ADvsFL,cE,tE,cW,tW,cY,tY,pE,pW,pY
Prkca,chr11,-,108343887,,1.06685620719,126,151,77,82,114,88,0.454873646209386,0.337719298245614,0.564356435643564
1700096J18Rik,chr11,+,109346866,,5.80966738849,55,49,25,61,30,50,0.528846153846154,0.337837837837838,0.375
Gna13,chr11,+,109362793,-0.502684407070415,,0,190,0,194,1,130,0,0,0.00763358778625954
Gm11696,chr11,-,109363653,,0.890706210257,15,32,6,59,4,49,0.319148936170213,0.157894736842105,0.0754716981132076
Arsg,chr11,+,109473373,0.957256966102,,0,52,0,13,0,47,0,0,0
Abca9,chr11,-,110168152,4.57409152988,-8.65431600436452,232,44,276,39,296,45,0.840579710144928,0.8625,0.868035190615836
Abca5,chr11,-,110337715,,2.39773000899,16,125,21,149,18,76,0.113475177304965,0.143835616438356,0.191489361702128
Map2k6,chr11,+,110399101,0.890525270877,,35,197,41,144,28,167,0.150862068965517,0.172268907563025,0.143589743589744
2610035D17Rik,chr11,-,113201837,,1.75752133023,53,335,48,315,38,315,0.13659793814433,0.12532637075718,0.107648725212465
Sstr2,chr11,+,113619326,1.47872577487,,0,44,0,48,1,48,0,0,0.0204081632653061
Slc39a11,chr11,-,113650091,-0.395856555698211,,143,55,125,30,136,36,0.722222222222222,0.694444444444445,0.790697674418605
4932435O22Rik,chr11,-,114448859,3.7909460242,,128,45,154,19,168,32,0.739884393063584,0.773869346733668,0.84
Ttyh2,chr11,+,114675467,-2.72073787104842,-2.18465263469154,43,5,16,12,22,14,0.895833333333333,0.761904761904762,0.611111111111111
Cd300a,chr11,+,114890040,-1.80386924849212,,64,59,34,40,44,39,0.520325203252033,0.365591397849462,0.530120481927711
Cd300lb,chr11,-,114934370,-2.26450422806406,,141,31,97,40,104,17,0.819767441860465,0.7578125,0.859504132231405
Cd300c,chr11,-,114960506,-5.44098426188812,,51,1,47,0,59,2,0.980769230769231,0.979166666666667,0.967213114754098
Cd300ld,chr11,-,114989885,3.76548425776,-5.83261312495327,77,2,79,4,39,0,0.974683544303798,0.975308641975309,1
Cd300e,chr11,-,115062038,,-9.12616826681993,85,76,91,29,67,62,0.527950310559006,0.544910179640719,0.51937984496124
Rab37,chr11,+,115091430,-0.848211624676066,1.7215555907,56,70,65,79,85,75,0.444444444444444,0.481481481481482,0.53125
Cd300lf,chr11,-,115133991,,-2.76698378335817,10,17,10,5,7,14,0.37037037037037,0.37037037037037,0.333333333333333
Slc9a3r1,chr11,+,115163340,,-0.794331674563799,0,236,1,404,1,152,0,0.00421940928270042,0.0065359477124183
Cdr2l,chr11,+,115381915,1.43234589704,,76,14,64,12,77,5,0.844444444444445,0.82051282051282,0.939024390243902
Armc7,chr11,+,115475666,0.582208293978,,23,75,27,107,17,71,0.23469387755102,0.264705882352941,0.193181818181818
Nt5c,chr11,-,115491813,,-0.962957530317512,36,72,53,76,44,55,0.333333333333333,0.424,0.444444444444444
Sumo2,chr11,-,115536229,0.682206877686,-0.63776119079455,16,270,29,221,10,38,0.0559440559440559,0.0969899665551839,0.208333333333333
Nup85,chr11,+,115564443,,-0.926569412762656,39,251,27,235,48,267,0.13448275862069,0.0971223021582734,0.152380952380952
Mrps7,chr11,+,115604139,,-0.812242732784695,7,31,4,52,3,85,0.184210526315789,0.114285714285714,0.0340909090909091
Tsen54,chr11,+,115814738,0.465173616839,,10,3,8,3,4,0,0.769230769230769,0.727272727272727,1
Galk1,chr11,-,116012718,,-0.762397329481491,57,42,36,35,62,32,0.575757575757576,0.461538461538462,0.659574468085106
H3f3b,chr11,-,116024503,,0.697255179285,41,162,49,172,38,192,0.201970443349754,0.232227488151659,0.165217391304348
Mrpl38,chr11,-,116138867,,-0.924239821192084,60,126,71,108,45,101,0.32258064516129,0.360406091370558,0.308219178082192
Acox1,chr11,-,116199044,-0.466562223039425,0.676424999507,76,261,72,206,67,246,0.225519287833828,0.216216216216216,0.21405750798722
Galr2,chr11,+,116280938,,-7.13566409927829,67,77,70,78,71,70,0.465277777777778,0.476190476190476,0.50354609929078
Rnf157,chr11,-,116413031,,-1.07113106888863,3,132,2,109,8,183,0.0222222222222222,0.0149253731343284,0.0418848167539267
Ubald2,chr11,+,116434093,0.724171438386,-0.743469402390678,0,200,0,263,0,170,0,0,0
Gm7367,chr11,+,116434212,0.724064114752,-0.743469402390678,0,200,0,263,0,170,0,0,0
Sphk1,chr11,+,116531099,8.2155292764,-2.59916626999879,28,45,20,32,27,22,0.383561643835616,0.307692307692308,0.551020408163265
Ube2o,chr11,-,116581446,,-0.616734572946315,75,50,61,55,49,51,0.6,0.54954954954955,0.49
Mxra7,chr11,-,116828126,1.82826117381,,62,7,76,15,74,11,0.898550724637681,0.91566265060241,0.870588235294118
Jmjd6,chr11,-,116843448,,-0.633701017212132,4,671,10,784,8,694,0.00592592592592593,0.0146842878120411,0.0113960113960114
Mettl23,chr11,+,116843514,0.439736706221,,4,638,10,750,8,647,0.00623052959501558,0.0154320987654321,0.0122137404580153
Mfsd11,chr11,+,116853761,-0.41371486274325,,9,77,0,52,5,88,0.104651162790698,0,0.0537634408602151
2900041M22Rik,chr11,+,117611246,-2.69872332421447,,5,15,5,9,2,14,0.25,0.25,0.125
Tmc6,chr11,-,117780691,0.586918680302,,0,41,0,19,0,41,0,0,0
Tmc8,chr11,+,117782296,1.0913889188,-1.12829837564287,1,10,1,10,1,7,0.0909090909090909,0.0909090909090909,0.125
Syngr2,chr11,+,117809666,-0.598619227592975,,0,11,0,16,0,4,0,0,0
Tk1,chr11,-,117826013,-0.484335869752971,-0.928002565656168,74,42,91,39,72,40,0.637931034482759,0.68421052631579,0.642857142857143
Birc5,chr11,+,117849236,,-1.67219175681751,28,70,20,57,38,85,0.285714285714286,0.222222222222222,0.308943089430894
Tha1,chr11,-,117873525,,1.14412006739,101,109,125,111,43,82,0.480952380952381,0.534188034188034,0.344
Socs3,chr11,-,117969365,-1.57123067240068,,7,43,17,39,16,40,0.14,0.283333333333333,0.285714285714286
Pgs1,chr11,+,117986856,-0.554097295340785,,55,109,44,120,48,104,0.335365853658537,0.287581699346405,0.315789473684211
Cyth1,chr11,-,118248557,,1.18092287489,0,76,0,116,0,107,0,0,0
Timp2,chr11,-,118355410,,0.827000597322,20,40,24,33,23,31,0.333333333333333,0.375,0.425925925925926
Lgals3bp,chr11,-,118401958,-1.94857443307281,1.55875962403,47,19,37,27,34,16,0.712121212121212,0.660714285714286,0.68
Engase,chr11,+,118476831,1.01932900839,,17,114,27,63,10,86,0.129770992366412,0.191489361702128,0.104166666666667
Cbx2,chr11,+,119023020,0.487342210847,-1.08533977828001,46,213,66,282,29,205,0.177606177606178,0.236559139784946,0.123931623931624
Cbx8,chr11,-,119040912,0.904336554398,,0,50,0,56,0,37,0,0,0
Tbc1d16,chr11,-,119228498,0.302409162929,,0,27,0,12,0,28,0,0,0
Gaa,chr11,+,119267962,-0.711725629336404,,52,116,48,141,43,162,0.30952380952381,0.292682926829268,0.209756097560976
Eif4a3,chr11,-,119300042,,-0.808496307185879,6,63,12,45,5,52,0.0869565217391304,0.16,0.087719298245614
Sgsh,chr11,-,119355509,-0.622598778504532,,30,40,24,33,22,29,0.428571428571429,0.375,0.431372549019608
Slc26a11,chr11,+,119355556,-1.37915998686258,,8,36,3,29,1,25,0.181818181818182,0.0769230769230769,0.0384615384615385
Rptor,chr11,+,119602904,,-0.68095655387508,24,342,23,318,21,422,0.0655737704918033,0.063013698630137,0.0474040632054176
Rptoros,chr11,-,119834364,0.92392604693,,59,3,82,0,74,1,0.951612903225806,0.964705882352941,0.986666666666667
Baiap2,chr11,+,119943091,-0.884537200737834,,5,59,3,28,0,62,0.078125,0.0483870967741936,0
Aatk,chr11,-,120047151,-3.09841353625028,,51,56,47,28,50,30,0.476635514018692,0.456310679611651,0.625
Slc38a10,chr11,-,120151350,-0.393368978557667,,23,190,15,264,13,310,0.107981220657277,0.0731707317073171,0.0402476780185759
Mir6935,chr11,-,120347412,-1.15646862607196,,0,13,0,0,0,11,0,0,0
Actg1,chr11,-,120348494,-0.386883739845021,,0,82,0,96,0,23,0,0,0
Nploc4,chr11,-,120437699,-0.425891974810555,-0.5778388035204,2,103,0,44,1,101,0.0190476190476191,0,0.00980392156862745
Mrpl12,chr11,+,120484636,,-1.32620833096812,11,248,12,253,6,237,0.0424710424710425,0.0461538461538462,0.0246913580246914
P4hb,chr11,-,120573252,-0.734294026360996,,0,633,0,608,2,404,0,0,0.00492610837438424
Arhgdia,chr11,-,120581623,,-0.689229962622448,32,114,28,207,34,229,0.219178082191781,0.197183098591549,0.129277566539924
Alyref,chr11,-,120598364,,-0.973585767923707,3,215,3,288,17,250,0.0137614678899083,0.0137614678899083,0.0636704119850187
Anapc11,chr11,+,120598420,,-0.666261684060418,13,216,17,288,26,250,0.0567685589519651,0.0729613733905579,0.0942028985507246
Pcyt2,chr11,-,120617944,-1.19721566228824,,50,23,80,25,68,17,0.684931506849315,0.776699029126214,0.8
Mafg,chr11,-,120633546,-0.602019407597066,,59,42,53,15,66,23,0.584158415841584,0.557894736842105,0.741573033707865
Myadml2,chr11,-,120648336,2.61756276815,,162,28,210,16,157,18,0.852631578947369,0.882352941176471,0.897142857142857
Dcxr,chr11,-,120727283,-0.664386285340565,,6,0,8,0,12,0,1,1,1
Gps1,chr11,+,120784269,,-0.657761184840553,8,404,13,232,30,366,0.0194174757281553,0.0311750599520384,0.0757575757575758
Dus1l,chr11,-,120796394,,-0.798419238159409,51,60,65,56,32,47,0.45945945945946,0.52,0.405063291139241
Fasn,chr11,-,120824546,-0.853802465383199,-0.571071670435211,0,89,0,78,0,66,0,0,0
Slc16a3,chr11,+,120948483,,-3.25173456914907,88,114,91,88,67,127,0.435643564356436,0.44390243902439,0.345360824742268
Narf,chr11,+,121237235,0.856438396004,,0,140,0,81,0,132,0,0,0
Foxk2,chr11,+,121259986,-0.461349487894859,,6,280,1,273,4,88,0.020979020979021,0.00355871886120996,0.0434782608695652
Rab40b,chr11,-,121388250,,2.38763407959,49,117,52,116,47,149,0.295180722891566,0.307692307692308,0.239795918367347
Fn3k,chr11,+,121434952,,2.46452875057,21,43,12,35,14,46,0.328125,0.218181818181818,0.233333333333333
Tbcd,chr11,+,121451990,-0.367558073774233,,71,168,94,110,96,111,0.297071129707113,0.358778625954198,0.463768115942029
Metrnl,chr11,+,121702426,-4.34043806072398,,0,12,0,0,0,11,0,0,0
Rab10,chr12,-,3309968,-0.367925620300982,,0,11,0,13,0,11,0,0,0
1110002L01Rik,chr12,-,3426746,0.694259905551,,35,262,23,206,38,347,0.117845117845118,0.0807017543859649,0.0987012987012987
Dtnb,chr12,+,3572390,-0.614687454718275,,7,10,11,4,8,3,0.411764705882353,0.523809523809524,0.727272727272727
Efr3b,chr12,-,4038914,-1.11850086144022,,36,168,29,120,31,109,0.176470588235294,0.147208121827411,0.221428571428571
Dnajc27,chr12,+,4082573,,0.76662514138,52,44,25,42,58,27,0.541666666666667,0.36231884057971,0.682352941176471
Ncoa1,chr12,-,4477181,-0.68854235080215,1.6173887541,43,9,64,17,53,14,0.826923076923077,0.876712328767123,0.791044776119403
Fam228b,chr12,-,4769233,2.09593080235,,169,38,145,46,153,32,0.816425120772947,0.792349726775956,0.827027027027027
Mfsd2b,chr12,-,4874358,2.02165178465,,131,74,85,71,103,51,0.639024390243903,0.534591194968554,0.668831168831169
Atad2b,chr12,+,4917352,0.358674417393,,19,115,21,130,32,171,0.141791044776119,0.154411764705882,0.157635467980296
Apob,chr12,+,7977676,3.52289572193,,124,3,132,3,159,3,0.976377952755906,0.977777777777778,0.981481481481481
Hs1bp3,chr12,+,8313432,-0.764635973051414,,44,28,42,12,49,18,0.611111111111111,0.6,0.73134328358209
Rhob,chr12,-,8500008,,2.26479873735,18,235,20,211,34,105,0.0711462450592885,0.0784313725490196,0.244604316546763
Sdc1,chr12,+,8771395,1.67869136984,-2.28282929014992,1,54,0,102,0,77,0.0181818181818182,0,0
Laptm4a,chr12,+,8921306,-0.386643941749266,,44,2,38,2,42,2,0.956521739130435,0.95,0.954545454545455
Gen1,chr12,-,11265806,,-1.10962990497187,1,79,1,72,5,104,0.0125,0.0125,0.0458715596330275
4921511I17Rik,chr12,-,12392474,1.52192389407,,310,16,301,28,258,19,0.950920245398773,0.949526813880126,0.931407942238267
Mycn,chr12,-,12941835,0.814694432506,,1,250,0,262,0,153,0.00398406374501992,0,0
Trib2,chr12,-,15816784,2.45277053038,,2,129,0,131,1,184,0.0152671755725191,0,0.00540540540540541
Lpin1,chr12,-,16610965,-1.17831409971051,0.904554983188,24,5,32,4,33,1,0.827586206896552,0.864864864864865,0.970588235294118
Greb1,chr12,-,16800885,2.29217542149,,5,6,0,0,9,6,0.454545454545455,0,0.6
Rock2,chr12,+,16894977,,0.860090710695,0,9,0,33,0,31,0,0,0
Pqlc3,chr12,-,17000117,-3.7074851317255,1.50867673349,0,17,0,23,0,16,0,0,0
2410004P03Rik,chr12,-,17011726,-5.96884036834236,,13,14,15,18,5,11,0.481481481481482,0.517241379310345,0.3125
Pdia6,chr12,+,17266588,,-0.611699556166038,17,117,12,163,8,231,0.126865671641791,0.0930232558139535,0.0334728033472803
Nol10,chr12,+,17348492,,-0.95466577839076,30,399,16,362,34,281,0.0699300699300699,0.0385542168674699,0.107936507936508
Odc1,chr12,+,17544872,,-1.06982918492529,20,23,28,15,34,23,0.465116279069768,0.549019607843137,0.596491228070175
Hpcal1,chr12,+,17690808,-0.513519904419386,,9,15,13,9,0,10,0.375,0.464285714285714,0
Cpsf3,chr12,+,21286296,,-0.600274069440406,36,120,44,96,46,121,0.230769230769231,0.268292682926829,0.275449101796407
Klf11,chr12,+,24651370,,1.19506157068,8,55,3,92,3,76,0.126984126984127,0.0517241379310345,0.0379746835443038
Rrm2,chr12,+,24708253,-0.422010123664046,-1.70200096383844,2,158,0,114,1,166,0.0125,0,0.00598802395209581
Mboat2,chr12,+,24831598,-2.32446499449425,,0,6,1,6,1,11,0,0.142857142857143,0.0833333333333333
Rnf144a,chr12,-,26415261,,0.740642866429,11,3,12,4,9,3,0.785714285714286,0.8,0.75
Rsad2,chr12,-,26456451,,1.93680833785,0,13,0,8,0,13,0,0,0
Sox11,chr12,-,27342717,6.46799703551,,0,34,1,31,4,25,0,0.0285714285714286,0.137931034482759
Adi1,chr12,+,28675206,-0.946335028156028,,64,44,50,33,54,42,0.592592592592593,0.531914893617021,0.5625
Pxdn,chr12,+,29938035,2.25972108659,-3.09840404723919,12,51,22,67,19,39,0.19047619047619,0.301369863013699,0.327586206896552
Sh3yl1,chr12,+,30911668,1.30873882844,,13,40,10,63,10,46,0.245283018867925,0.2,0.178571428571429
Fam110c,chr12,+,31073967,,2.45138698705,61,27,78,73,31,105,0.693181818181818,0.742857142857143,0.227941176470588
Prkar2b,chr12,-,32061276,-0.510049000813862,0.603893123812,125,151,74,119,93,138,0.452898550724638,0.328888888888889,0.402597402597403
Nampt,chr12,+,32820334,-1.19741461623093,0.76027509031,42,205,32,162,21,250,0.17004048582996,0.135021097046414,0.0774907749077491
4933406C10Rik,chr12,-,32953788,,3.12914812066,6,155,4,124,1,198,0.0372670807453416,0.0251572327044025,0.0050251256281407
Sypl,chr12,+,32953944,-0.832727327545783,,6,171,4,132,1,211,0.0338983050847458,0.0228571428571429,0.00471698113207547
Twistnb,chr12,+,33429623,,0.735069026401,68,181,64,154,88,145,0.273092369477912,0.261224489795918,0.377682403433476
Hdac9,chr12,-,34917094,-1.53045911577713,1.51934337622,55,5,54,4,45,4,0.916666666666667,0.915254237288136,0.918367346938776
Snx13,chr12,+,35047188,-0.477440587198759,1.18181481323,2,101,6,204,1,209,0.0194174757281553,0.0560747663551402,0.00476190476190476
Ahr,chr12,-,35534988,1.27639271119,,21,17,23,11,13,13,0.552631578947369,0.575,0.5
Bzw2,chr12,-,36156824,,-0.549607644581237,0,191,2,251,1,154,0,0.0103626943005181,0.00645161290322581
Ankmy2,chr12,+,36157123,-0.606268253501063,,0,148,2,162,0,109,0,0.0133333333333333,0
Agmo,chr12,+,37241638,,3.77064232315,47,9,38,4,52,12,0.839285714285714,0.808510638297872,0.8125
Arl4a,chr12,-,40037986,-0.815574046301879,,14,94,9,110,13,152,0.12962962962963,0.087378640776699,0.0787878787878788
Scin,chr12,-,40134227,-10.3489079656581,,175,228,138,233,169,179,0.43424317617866,0.377049180327869,0.485632183908046
Mir1938,chr12,-,40222810,,4.99761117837,9,212,6,154,0,94,0.0407239819004525,0.0275229357798165,0
Ifrd1,chr12,-,40223188,-0.775655862831269,,15,155,18,117,6,50,0.0882352941176471,0.104046242774566,0.107142857142857
Dnajb9,chr12,-,44210067,,0.834372814302,6,52,6,72,1,65,0.103448275862069,0.103448275862069,0.0151515151515152
Pnpla8,chr12,+,44269153,,0.813986748687,45,70,42,92,32,80,0.391304347826087,0.375,0.285714285714286
Nrcam,chr12,+,44328884,,-7.12812878113106,23,8,21,1,47,2,0.741935483870968,0.724137931034483,0.959183673469388
Stxbp6,chr12,-,45074482,-4.12813004161823,,4,112,0,169,2,112,0.0344827586206897,0,0.0175438596491228
Nova1,chr12,-,46818766,1.82671107673,,0,27,2,31,1,53,0,0.0689655172413793,0.0185185185185185
Prkd1,chr12,-,50649248,2.71422672019,,15,18,21,11,34,22,0.454545454545455,0.538461538461538,0.607142857142857
Strn3,chr12,-,51691913,,0.646657806744,0,51,0,63,1,62,0,0,0.0158730158730159
Arhgap5,chr12,+,52516076,-1.29312573102722,1.95952436102,136,5,160,4,158,3,0.964539007092199,0.96969696969697,0.981366459627329
Egln3,chr12,-,54203873,-1.34894114571079,,23,177,42,192,32,80,0.115,0.191780821917808,0.285714285714286
Baz1a,chr12,-,54986335,,-0.544855593150953,54,332,45,370,64,207,0.139896373056995,0.119363395225464,0.236162361623616
Nfkbia,chr12,-,55492646,-0.863864007207783,1.70109420365,74,188,91,183,41,296,0.282442748091603,0.326164874551971,0.121661721068249
Ralgapa1,chr12,-,55821515,,0.720583380432,52,8,33,7,56,12,0.866666666666667,0.804878048780488,0.823529411764706
Slc25a21,chr12,-,57197471,8.79992313587,-2.36307371395233,75,59,55,81,64,97,0.559701492537313,0.482456140350877,0.397515527950311
Clec14a,chr12,-,58269257,9.57423756413,,33,2,27,0,7,3,0.942857142857143,0.931034482758621,0.7
Fbxo33,chr12,-,59219482,-0.671501737678118,,0,223,0,181,0,130,0,0,0
Gm527,chr12,+,64917910,1.34468624401,,53,67,52,65,43,65,0.441666666666667,0.436974789915966,0.398148148148148
Lrr1,chr12,+,69168813,,-1.21570452965693,94,78,93,67,81,59,0.546511627906977,0.543859649122807,0.578571428571429
Mgat2,chr12,+,69184157,-0.448352253258513,,29,344,22,300,24,235,0.0777479892761394,0.0601092896174863,0.0926640926640927
Klhdc1,chr12,+,69241831,,1.54975337595,95,104,96,85,66,77,0.477386934673367,0.48,0.461538461538462
Nemf,chr12,-,69357175,,0.876104063545,66,151,51,140,47,162,0.304147465437788,0.252475247524753,0.22488038277512
5830428M24Rik,chr12,-,69475549,,3.26248369406,52,89,11,83,7,102,0.368794326241135,0.11,0.0642201834862385
Sos2,chr12,-,69681851,-0.384660481861104,1.04020306991,0,145,0,194,0,97,0,0,0
Atl1,chr12,+,69893104,1.86162460822,,21,255,16,195,13,259,0.0760869565217391,0.0590405904059041,0.0477941176470588
Pygl,chr12,-,70227682,-0.451188121120566,,116,13,92,5,105,23,0.89922480620155,0.876190476190476,0.8203125
Frmd6,chr12,+,70825513,-1.07243922806748,,1,20,0,29,0,27,0.0476190476190476,0,0
Psma3,chr12,+,70974622,,-0.639863826580362,68,90,4,92,44,75,0.430379746835443,0.0425531914893617,0.369747899159664
3110056K07Rik,chr12,-,71015822,0.715002063621,,0,149,0,140,0,111,0,0,0
Arid4a,chr12,+,71015966,0.358541244944,1.1498911247,0,144,0,133,0,99,0,0,0
Daam1,chr12,+,71831067,0.76779068304,-1.18682399195219,12,41,7,44,12,24,0.226415094339623,0.145833333333333,0.333333333333333
L3hypdh,chr12,-,72085312,-0.921579834671067,,19,85,31,42,22,37,0.182692307692308,0.267241379310345,0.372881355932203
4930447C04Rik,chr12,-,72917764,3.08669124744,,262,170,212,77,237,89,0.606481481481482,0.554973821989529,0.726993865030675
Prkch,chr12,+,73584795,-0.939888832159901,0.760130863347,28,93,27,113,17,92,0.231404958677686,0.225,0.155963302752294
Rhoj,chr12,+,75308312,-1.48451364185292,1.55017831495,150,277,121,177,100,265,0.351288056206089,0.304020100502513,0.273972602739726
Rplp2-ps1,chr12,-,75631748,-0.667459170242271,,590,6,601,3,670,15,0.98993288590604,0.990115321252059,0.978102189781022
Sgpp1,chr12,-,75735728,-0.681706570548294,,48,203,39,286,71,264,0.191235059760956,0.161157024793388,0.211940298507463
Syne2,chr12,+,75818317,0.583783427391,,8,46,9,28,21,34,0.148148148148148,0.163636363636364,0.381818181818182
Mthfd1,chr12,+,76255231,,-1.1932105103454,52,49,56,38,45,31,0.514851485148515,0.533333333333333,0.592105263157895
Akap5,chr12,+,76324890,1.63022483013,,75,64,129,48,143,65,0.539568345323741,0.66839378238342,0.6875
Plekhg3,chr12,+,76533559,-1.13847211295337,,5,235,10,271,11,190,0.0208333333333333,0.0408163265306122,0.054726368159204
Sptb,chr12,-,76710546,5.74750437119,-3.10252159199827,19,44,19,22,8,45,0.301587301587302,0.301587301587302,0.150943396226415
Rab15,chr12,-,76822523,2.54704210753,,49,69,69,77,40,36,0.415254237288136,0.5,0.526315789473684
Fntb,chr12,+,76837466,0.490789521688,-0.890743711573947,91,65,85,60,84,60,0.583333333333333,0.566666666666667,0.583333333333333
Gphn,chr12,+,78226654,-0.527659146188324,,0,22,0,27,0,31,0,0,0
Atp6v1d,chr12,-,78861637,-0.500855959984351,,12,199,10,202,3,109,0.0568720379146919,0.0478468899521531,0.0267857142857143
Eif2s1,chr12,+,78862071,,-0.505877307094749,2,217,1,219,2,127,0.0091324200913242,0.00458715596330275,0.0155038759689922
9230116L04Rik,chr12,-,79103938,1.23164376127,,139,16,130,14,147,15,0.896774193548387,0.89041095890411,0.907407407407407
Rdh11,chr12,-,79191854,-1.3467671625552,,32,64,49,54,48,77,0.333333333333333,0.433628318584071,0.384
Rdh12,chr12,+,79208912,0.830132927066,,63,22,47,28,56,27,0.741176470588235,0.681159420289855,0.674698795180723
Rad51b,chr12,+,79297281,-0.51349517679175,,4,541,0,335,5,432,0.0073394495412844,0,0.011441647597254
Zfp36l1,chr12,-,80113012,0.666314989843,,1,468,0,415,3,515,0.00213219616204691,0,0.00579150579150579
2310015A10Rik,chr12,-,80132843,0.954517831698,1.06726483747,78,175,47,162,94,141,0.308300395256917,0.211711711711712,0.4
Actn1,chr12,-,80260362,-1.69395949043068,,12,162,21,189,15,124,0.0689655172413793,0.114754098360656,0.107913669064748
Erh,chr12,-,80644110,0.448044631064,-0.869701471663518,27,57,27,48,52,36,0.321428571428571,0.321428571428571,0.590909090909091
Slc39a9,chr12,+,80644214,-0.432357923507814,,66,72,67,61,109,48,0.478260869565217,0.482014388489209,0.694267515923567
Srsf5,chr12,+,80945498,,0.700984558611,21,102,10,92,3,108,0.170731707317073,0.0892857142857143,0.027027027027027
Smoc1,chr12,+,81026807,2.45971207458,-2.04582659129442,46,32,62,15,80,39,0.58974358974359,0.659574468085106,0.672268907563025
Med6,chr12,-,81595007,,-0.764098758206134,47,284,65,319,64,206,0.141993957703928,0.186246418338109,0.237037037037037
Map3k9,chr12,-,81781169,-1.32531411031811,1.7125522144,1,78,0,86,6,77,0.0126582278481013,0,0.072289156626506
Pcnx,chr12,+,81860029,,0.931250060916,23,30,10,24,15,36,0.433962264150943,0.25,0.294117647058824
Sipa1l1,chr12,+,82170015,-1.16704671845065,0.882378746642,19,234,13,303,1,234,0.075098814229249,0.0526315789473684,0.00425531914893617
Dpf3,chr12,-,83487735,2.16356107443,,0,248,2,337,1,367,0,0.008,0.00271739130434783
Numb,chr12,-,83921933,0.503839207924,,0,343,1,369,2,319,0,0.00290697674418605,0.00623052959501558
Acot2,chr12,+,83987860,0.917858592522,,60,253,36,259,39,232,0.191693290734824,0.124567474048443,0.143911439114391
Acot1,chr12,+,84009501,1.13580002502,,17,29,15,37,14,38,0.369565217391304,0.340909090909091,0.269230769230769
Acot4,chr12,+,84038378,3.60230387798,,162,127,197,124,192,118,0.560553633217993,0.608024691358025,0.619354838709677
Acot3,chr12,+,84052143,4.85121666938,,106,6,99,5,116,3,0.946428571428571,0.942857142857143,0.974789915966386
Coq6,chr12,+,84361967,,-0.886605796733991,48,261,40,203,39,161,0.155339805825243,0.132890365448505,0.195
Entpd5,chr12,-,84409028,-1.39380669786402,0.720358783691,18,121,6,86,14,121,0.129496402877698,0.047244094488189,0.103703703703704
Aldh6a1,chr12,-,84451023,0.683852454967,,119,218,71,227,110,217,0.353115727002967,0.245674740484429,0.336391437308869
Npc2,chr12,-,84773111,-0.681124237777385,,10,82,13,113,6,106,0.108695652173913,0.136842105263158,0.0535714285714286
Ltbp2,chr12,-,84876490,3.39968183091,,3,66,15,94,20,173,0.0434782608695652,0.185185185185185,0.103626943005181
Dlst,chr12,+,85110832,,-0.641414174022818,14,141,12,119,3,176,0.0903225806451613,0.0784313725490196,0.0167597765363129
Acyp1,chr12,-,85288437,0.98216142877,,241,144,203,155,118,140,0.625974025974026,0.585014409221902,0.457364341085271
Tmed10,chr12,-,85374716,-0.356011222065914,,44,203,25,176,31,261,0.178137651821862,0.109649122807018,0.106164383561644
Fos,chr12,+,85473889,,9.54213495127,0,45,0,61,3,82,0,0,0.0352941176470588
Jdp2,chr12,+,85599104,-1.10079852760786,1.01872491213,5,21,2,3,1,24,0.192307692307692,0.0869565217391304,0.04
Ttll5,chr12,+,85824919,-0.433671515998215,,21,192,17,139,9,209,0.0985915492957746,0.0813397129186603,0.0412844036697248
Tgfb3,chr12,-,86079040,-3.12770379912902,2.26072222726,44,131,30,106,69,67,0.251428571428571,0.186335403726708,0.507352941176471
Vash1,chr12,+,86678699,0.44179033077,,3,33,0,42,1,34,0.0833333333333333,0,0.0285714285714286
Irf2bpl,chr12,-,86884813,-0.624146322633598,,35,78,38,54,33,40,0.309734513274336,0.327586206896552,0.452054794520548
Cipc,chr12,+,86947040,-0.439466248231922,,0,125,0,73,3,115,0,0,0.0254237288135593
Pomt2,chr12,-,87147901,-0.437895656300646,,175,142,153,168,154,181,0.55205047318612,0.51864406779661,0.459701492537313
Tmed8,chr12,-,87200228,-0.477028197873503,,13,177,14,235,12,281,0.068421052631579,0.0732984293193717,0.0409556313993174
Noxred1,chr12,-,87238600,2.30882134714,,69,3,73,5,93,8,0.958333333333333,0.960526315789474,0.920792079207921
Ahsa1,chr12,+,87266727,,-0.842096734396328,0,228,0,282,2,174,0,0,0.0113636363636364
Sptlc2,chr12,-,87388354,-0.641500478351623,,31,6,37,12,26,7,0.837837837837838,0.86046511627907,0.787878787878788
Nrxn3,chr12,+,88794503,4.44597033792,,153,4,185,17,167,12,0.974522292993631,0.978835978835979,0.932960893854749
Dio2,chr12,-,90739037,-1.96720306515473,3.40018264996,56,6,83,14,77,32,0.903225806451613,0.932584269662921,0.706422018348624
Gtf2a1,chr12,-,91590486,0.433317818882,,0,89,0,78,1,73,0,0,0.0135135135135135
Ston2,chr12,-,91786435,1.57799826666,-1.32584898345254,223,10,139,4,207,8,0.957081545064378,0.932885906040269,0.962790697674419
Flrt2,chr12,+,95692225,6.67812021183,,6,98,6,84,11,91,0.0576923076923077,0.0576923076923077,0.107843137254902
Galc,chr12,-,98259458,-0.703080125017449,,39,73,28,71,17,100,0.348214285714286,0.277227722772277,0.145299145299145
