#1.2
16987	6
Name	Description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Cdk16	Cdk16	3705.31995222	-0.541781082859401	0.212677141719	-2.54743447500231	0.0108518230598	0.0456616438892
Eea1	Eea1	2163.97338662	0.819186291075	0.32159226415	2.54728232733	0.0108565559822	0.0456616438892
Fcho2	Fcho2	2561.71455233	0.818490195238	0.321359071086	2.54696465381	0.0108664439022	0.0456786527435
Gbgt1	Gbgt1	20.6385416042	-6.31594945469841	2.47984200916	-2.5469160661754	0.0108679569486	0.0456786527435
Taco1	Taco1	784.033662891	-0.767182711556569	0.301297263553	-2.5462651154171	0.0108882459903	0.0457516563215
Pank1	Pank1	1792.88613889	0.656020677659	0.257701232309	2.54566371989	0.0109070203888	0.0458182580353
Phf3	Phf3	5731.5873006	0.560034145867	0.220172059102	2.54362042192	0.010971023289	0.046074769208
Gemin4	Gemin4	2201.78328776	-0.679284419399535	0.267080269051	-2.54337178037806	0.0109788343025	0.0460952182973
Mir196b	Mir196b	37.2060928866	2.97390507298	1.16948225512	2.54292449497	0.0109928981057	0.0461419020675
Psmd5	Psmd5	2891.90064746	-0.581357632860227	0.228643930278	-2.54263313332841	0.0110020678727	0.0461680239683
Entpd2	Entpd2	46.405481322	2.63834897667	1.03808577194	2.54155200658	0.0110361526426	0.0462986548212
Zhx1	Zhx1	3597.74063996	0.606677220784	0.238723904793	2.54133418817	0.0110430311653	0.0463151111696
Man2a2	Man2a2	6859.93388128	0.559188264701	0.220156881697	2.53995360213	0.0110867175605	0.0464858917462
Ctsl	Ctsl	1679.36375053	-0.773101908358923	0.30438764932	-2.53985964964467	0.0110896961058	0.0464859412206
Apln	Apln	151.212931162	1.56823085112	0.617527696391	2.53953119883	0.011100114463	0.046504730888
Ddrgk1	Ddrgk1	2736.2247019	0.607289339159	0.2391297832	2.53958051997	0.0110985494572	0.046504730888
Cacna2d2	Cacna2d2	108.509942739	1.68317964275	0.662862021643	2.5392609439	0.011108693384	0.0465282321932
Calcrl	Calcrl	4332.92345041	-0.710332278615622	0.279755956924	-2.53911404220554	0.0111133590738	0.0465353349353
Clpb	Clpb	2198.75087733	-0.611753552683016	0.241112282399	-2.5372143907239	0.0111738501824	0.0467761310468
Alkbh7	Alkbh7	687.186428638	-0.882717137133929	0.347957395899	-2.53685407333728	0.0111853568033	0.046811793737
Med6	Med6	802.999069995	-0.764098758206134	0.301218326209	-2.53669412423214	0.0111904680989	0.0468206794771
Kif14	Kif14	1300.79181314	-0.792370371554232	0.312425226862	-2.53619203389003	0.0112065262572	0.0468753496861
Kif15	Kif15	2614.88184959	-0.673231720135309	0.265465125248	-2.53604581583232	0.011211206538	0.0468755932636
Nop56	Nop56	11149.7415472	-0.524812465899283	0.206952333179	-2.53590987758809	0.0112155593302	0.0468755932636
Aco2	Aco2	10699.2578977	-0.574005074569406	0.226349911158	-2.53591915115674	0.0112152623395	0.0468755932636
Samd4	Samd4	22.0338499094	-4.35269649936417	1.71669206544	-2.53551384489974	0.0112282489982	0.0469036079851
Med22	Med22	4009.97293512	-0.544144708876695	0.214602288171	-2.53559602516366	0.0112256147326	0.0469036079851
Serpinf2	Serpinf2	15.9298319554	-5.94687451467734	2.34587974842	-2.53502956350655	0.0112437836561	0.0469434708519
Cxcr2	Cxcr2	84.6440900546	-1.96154781239943	0.773776766141	-2.53503064221271	0.0112437490324	0.0469434708519
Pde1c	Pde1c	148.403662847	1.65303349021	0.652163053759	2.53469355659	0.0112545732146	0.0469735395554
Btnl9	Btnl9	53.9114303458	2.41418230599	0.952483464274	2.53461860131	0.0112569813664	0.0469735395554
Tgm1	Tgm1	581.784151467	-0.874561715385687	0.345108500159	-2.53416451632683	0.0112715799246	0.047021934462
Stambpl1	Stambpl1	382.967340295	1.05391263305	0.415922612306	2.53391520892	0.011279602154	0.0470428762714
Nfkbiz	Nfkbiz	397.446910649	1.63482484532	0.645561282858	2.53240844632	0.0113281948578	0.0472329657338
Slc35e1	Slc35e1	2846.71751187	-0.556421498999972	0.219730115291	-2.53229512150902	0.0113318570575	0.0472356659309
Rbm45	Rbm45	1914.05983359	-0.585729006911554	0.231317926887	-2.53213840706087	0.0113369231668	0.0472442151864
Pitpnm2	Pitpnm2	3557.92657668	-0.5237945903618	0.206880223919	-2.53187366312823	0.0113454861142	0.0472673283497
Cbx1	Cbx1	6065.7721361	-0.501998562761596	0.198281591402	-2.53174568154022	0.0113496276428	0.0472700753782
Phf21b	Phf21b	176.630556026	1.34296224335	0.530465625417	2.53166685833	0.0113521790573	0.0472700753782
Pde9a	Pde9a	167.281478547	1.6092411977	0.635904029447	2.53063532103	0.0113856156689	0.0473967087982
9230116N13Rik	9230116N13Rik	204.491143503	1.3232213659	0.522931364078	2.53039204912	0.0113935138989	0.047416990513
Rtel1	Rtel1	1789.42956892	-0.687241530091307	0.271608076126	-2.53026912856382	0.0113975065701	0.0474210118022
Malat1	Malat1	24358.8127996	2.90141420737	1.14680849526	2.52999015908	0.0114065725874	0.0474461337595
Fam101b	Fam101b	348.921402231	-1.06182548225984	0.419720709275	-2.52983819667617	0.0114115137909	0.0474540895938
Rnaseh2c	Rnaseh2c	2059.2779208	-0.676523620580836	0.267577717535	-2.52832570220226	0.0114607976657	0.0476337502981
Gm16982	Gm16982	615.577608447	-0.918114684770185	0.36312396004	-2.52837814576642	0.0114590856618	0.0476337502981
Clptm1	Clptm1	4489.62553755	-0.587466348305023	0.232367501772	-2.52817775216187	0.0114656286726	0.0476411921692
Cd276	Cd276	228.440650088	-1.39137724440688	0.550408958994	-2.52789716023117	0.0114747957945	0.047666239697
Hdlbp	Hdlbp	12440.738239	-0.479525966702764	0.189700382955	-2.52780705675267	0.0114777409137	0.047666239697
Itgb5	Itgb5	393.094836584	-1.60644262754694	0.635735352499	-2.52690466438918	0.0115072735045	0.0477509185756
Kif1c	Kif1c	1138.15282244	0.779094634579	0.30829943359	2.52707124858	0.0115018166343	0.0477509185756
Slc4a7	Slc4a7	1544.09829053	0.687388957271	0.272018612647	2.52699236491	0.0115044003743	0.0477509185756
Coa6	Coa6	612.150419264	-0.87863650244525	0.347757907902	-2.52657519061233	0.0115180729858	0.0477830780022
Pycrl	Pycrl	2437.08582794	-0.641802683164284	0.254071913586	-2.52606702608617	0.0115347472222	0.0478395855545
Suv420h2	Suv420h2	3493.06272417	-0.630767265567157	0.249771371403	-2.52537855729849	0.0115573718927	0.0479207356939
Sumo1	Sumo1	3549.45417373	-0.5274997609591	0.208892578206	-2.52522021361393	0.0115625809977	0.0479296512309
Chfr	Chfr	1915.82516093	-0.588044067886454	0.232878068606	-2.5251157028451	0.0115660202777	0.0479312276466
Entpd3	Entpd3	45.6818823293	3.30763967622	1.30996999639	2.52497361415	0.0115706976425	0.0479379326707
Gstm5	Gstm5	1414.89048866	-0.696823031925088	0.27601457511	-2.52458781079847	0.0115834062262	0.0479778990636
Ndufb5	Ndufb5	2606.1127331	-0.633482436139935	0.250948547706	-2.52435187184847	0.0115911842924	0.047997427769
Ces2c	Ces2c	10.2354526402	-6.77119881191446	2.68256982982	-2.52414633782769	0.0115979637931	0.0480128123315
Isg20l2	Isg20l2	5017.77356151	-0.528703462443869	0.209499191783	-2.52365394799064	0.0116142194911	0.0480547148682
Rsf1	Rsf1	2959.67712575	0.682564932012	0.270457366221	2.52374317457	0.011611272277	0.0480547148682
Twf2	Twf2	2746.85954446	-0.605706197685486	0.240030905167	-2.52345087506089	0.0116209296018	0.0480697850924
Snx32	Snx32	197.520139545	1.43834270851	0.570194713381	2.52254655253	0.0116508527883	0.0481808425285
Dcun1d5	Dcun1d5	2458.74984709	-0.623527985849074	0.247213548109	-2.5222241686081	0.0116615366876	0.0482123003582
Prdm16	Prdm16	2427.09970183	0.613242620864	0.243233499905	2.52120954188	0.0116952184663	0.0483387966628
Prpf3	Prpf3	2804.037849	-0.593270426314613	0.235341741517	-2.52088908023812	0.0117058745016	0.0483700811093
Cenpm	Cenpm	857.227272358	-0.809562228852357	0.321168996554	-2.52067365635971	0.0117130426468	0.0483711847531
Cmc2	Cmc2	770.607825702	-0.824533574306033	0.327104630107	-2.5207028528917	0.0117120709156	0.0483711847531
Nusap1	Nusap1	2360.67033101	-0.645242161763878	0.255996664963	-2.52051003030454	0.0117184898413	0.0483711847531
Fbxw8	Fbxw8	4308.01602266	-0.618428396099272	0.245356788329	-2.52052694490755	0.0117179266414	0.0483711847531
Atp5j2	Atp5j2	3279.77133402	-0.669845406527317	0.26578677273	-2.52023605105803	0.0117276157811	0.0483961052606
Exoc3l4	Exoc3l4	131.048844619	1.83609314813	0.728749423313	2.51951231713	0.0117517528706	0.0484828855233
Pdgfrb	Pdgfrb	373.271076478	1.35651521944	0.538423602648	2.51942004915	0.0117548332442	0.0484828855233
Fth1	Fth1	27266.9649435	-0.600409502363887	0.238342520381	-2.5191036051968	0.0117654031906	0.0485137112086
Gabarapl1	Gabarapl1	8906.80006285	0.511399688386	0.203016950586	2.51899995006	0.0117688673401	0.0485152281904
Lsm1	Lsm1	926.98675943	-0.783657891140799	0.311130026324	-2.51874722732446	0.0117773171128	0.0485372913838
Dclk2	Dclk2	593.482052025	0.960774382989	0.381594159096	2.51779111416	0.0118093334182	0.0486564410545
Nol12	Nol12	1775.87655689	-0.722194697606937	0.28689137285	-2.51731061284077	0.0118254525602	0.0487100463106
Pcdh12	Pcdh12	13.5021767368	-7.17073650549278	2.84891952658	-2.51700212610245	0.0118358114952	0.048739902843
1700096J18Rik	1700096J18Rik	13.7349069432	5.80966738849	2.30895268382	2.51614830793	0.0118645245431	0.0488453061129
Ndufa12	Ndufa12	3115.33129008	-0.64823272287812	0.257725263475	-2.51520830413715	0.0118962073476	0.04896287705
Mctp2	Mctp2	203.033877042	1.44830487107	0.576010511206	2.51437229511	0.0119244480162	0.0490662226799
Rbm39	Rbm39	14017.8593619	0.666569997608	0.265295443286	2.51255728086	0.0119859645113	0.049306400086
Ndufs3	Ndufs3	2606.42813372	-0.650748102161667	0.259093595634	-2.51163329826416	0.0120173891012	0.0494226954927
Lama4	Lama4	157.458237004	1.76961796147	0.70466719508	2.51128188431	0.0120293598246	0.0494589449204
Ppp1r10	Ppp1r10	2958.86368656	-0.557992630058736	0.222308450306	-2.50999289181962	0.012073359187	0.0496268271514
Orc1	Orc1	533.196789841	-0.849733889235476	0.338602600875	-2.5095314892441	0.0120891436562	0.0496786760947
Mdm4	Mdm4	3282.24764972	0.902566187629	0.359758255286	2.50881299975	0.012113759423	0.0497667793392
Metap1d	Metap1d	911.804588713	0.832915290856	0.332020704677	2.50862454998	0.0121202231443	0.0497802821622
Srl	Srl	776.036312629	-0.753604366859961	0.300458110738	-2.50818446874199	0.0121353295889	0.0498204976767
Zfp91	Zfp91	6171.33671047	0.51645379538	0.205909916653	2.50815406938	0.0121363737081	0.0498204976767
Gemin6	Gemin6	663.925270527	-0.828478949707174	0.330397608144	-2.50752102704354	0.0121581347534	0.0498967557493
Endog	Endog	1023.77036417	-0.795974438990659	0.317522715059	-2.50682675991843	0.0121820401703	0.0499817720419
Zfp712	Zfp712	260.833173013	1.20551900524	0.480928195251	2.50665071657	0.0121881084149	0.0499935787313
Gnb4	Gnb4	2071.64409408	0.615069218776	0.2454698185	2.50568164565	0.0122215604353	0.0501176735044
Mrps11	Mrps11	1283.26461214	-0.768241091716737	0.30667407633	-2.50507346727993	0.0122425960847	0.0501908001182
Cabp1	Cabp1	9.71423885363	6.76457219575	2.7008009767	2.50465408377	0.0122571203864	0.0502372009767
Sorbs3	Sorbs3	1861.33702131	0.625476153956	0.249787002982	2.50403802635	0.0122784836826	0.0503015887218
Rassf5	Rassf5	3934.37419865	0.561753665657	0.224345242406	2.50396959451	0.0122808587584	0.0503015887218
Zfp12	Zfp12	1564.72690573	0.674009581243	0.269181385475	2.50392344201	0.0122824608111	0.0503015887218
Txnl4a	Txnl4a	9507.32430997	-0.513692263138139	0.205174191094	-2.50368850194617	0.0122906189568	0.0503087012629
Pced1a	Pced1a	870.04099833	0.733313425576	0.292888217988	2.50373139149	0.0122891292862	0.0503087012629
Wnk4	Wnk4	69.1028694272	-2.69144561165746	1.07521979738	-2.50315853392914	0.0123090393931	0.0503709423479
Ahdc1	Ahdc1	2263.53115757	0.57748342894	0.230748384143	2.5026542703	0.0123265891076	0.0504295887017
Dhx16	Dhx16	4824.6660223	-0.519143537833095	0.207587875349	-2.50083747405582	0.012390002374	0.0506757888796
Dffa	Dffa	1788.0357159	-0.598405381631953	0.239334817892	-2.50028552846412	0.012409324566	0.0507415727098
Krit1	Krit1	2004.77728718	0.778176424933	0.311247651842	2.50018408276	0.0124128788204	0.0507428641369
Gm16617	Gm16617	205.258326487	1.29902139537	0.51969885802	2.49956561444	0.0124345670038	0.0508101852311
Zfr2	Zfr2	165.583671393	1.41595703632	0.566489415391	2.49952955492	0.0124358325586	0.0508101852311
Ubtf	Ubtf	16764.1293839	-0.49982455599857	0.200031915121	-2.49872404459436	0.0124641327177	0.0509125379443
Zdhhc3	Zdhhc3	3400.57397918	-0.538386749340314	0.215509393047	-2.49820549224108	0.0124823812855	0.0509737900347
Rnd2	Rnd2	395.549204639	-0.960894901887014	0.384727719759	-2.49759726824257	0.0125038156684	0.0510480165993
Gm13157	Gm13157	1071.62798149	0.83183211955	0.333111392965	2.49715901983	0.0125192801487	0.0510935767728
Slc35a4	Slc35a4	6442.35251843	-0.551061489585185	0.220680917714	-2.49709623873837	0.0125214968924	0.0510935767728
Acss1	Acss1	2252.51666485	-0.603636928493347	0.241747066845	-2.49697725962985	0.0125256988912	0.0510974162786
Dennd3	Dennd3	1157.62632826	0.677878285747	0.271500726713	2.49678258307	0.0125325769985	0.0511121678787
Rpl7a	Rpl7a	40029.6281044	-0.557177854801923	0.223200378489	-2.49631232067882	0.012549205612	0.0511666673783
Sec13	Sec13	2492.7461298	-0.625288882523594	0.250523101212	-2.49593302773169	0.012562631749	0.051208084515
Hao1	Hao1	9.63497873536	6.75299750814	2.70699070038	2.4946511664	0.0126081009931	0.051366701628
Uevld	Uevld	1252.60562758	0.709260053713	0.284304223988	2.49472218093	0.0126055782112	0.051366701628
Fgb	Fgb	13.2474186851	-7.14325103225375	2.86389816242	-2.49424058648179	0.0126226955578	0.0513994326129
Mrpl54	Mrpl54	1242.11148183	-0.77086069915927	0.309053050389	-2.49426659335538	0.0126217706682	0.0513994326129
Clec5a	Clec5a	41.155878795	-3.49849496288563	1.40277769022	-2.49397676287625	0.0126320813806	0.0514242876468
Hexim2	Hexim2	142.494534618	-1.57568762942829	0.631983084417	-2.49324336090724	0.0126582054512	0.0515172522635
Klhl17	Klhl17	1445.50961865	0.822916974997	0.330118040235	2.49279613562	0.0126741592571	0.0515687876916
Greb1l	Greb1l	102.534947074	1.79271960884	0.719201943979	2.492651228	0.0126793323431	0.0515764430124
Kif13a	Kif13a	2737.03866681	0.625239031165	0.250961438575	2.49137490889	0.0127249766988	0.051748678924
Wdr77	Wdr77	5661.08499886	-0.490370321320603	0.196847654571	-2.49111589563963	0.0127342573902	0.0517729836656
Sord	Sord	5808.2810643	0.567151057089	0.227795996854	2.48973232595	0.0127839335485	0.0519614668669
Mgat4a	Mgat4a	1022.79839374	0.751721922018	0.301951470346	2.48954549271	0.0127906547985	0.051975303433
Enkur	Enkur	38.8510995647	3.03155999657	1.21789242834	2.48918535498	0.0128036194316	0.0520144964673
D030056L22Rik	D030056L22Rik	1152.32673243	-0.672685463295111	0.270343352457	-2.48826337759915	0.0128368627912	0.0521360298277
Whrn	Whrn	262.377711967	1.13779948814	0.457379465883	2.48764881901	0.0128590640774	0.0522126652056
Lima1	Lima1	1007.7507185	0.696307116542	0.279964201008	2.48712911877	0.0128778650563	0.0522754579191
Ddx23	Ddx23	8058.08954972	-0.502507491238825	0.202064213992	-2.48687029391382	0.0128872375249	0.0522864124229
Zfp930	Zfp930	768.199949467	0.959807530964	0.385935787305	2.48696172404	0.0128839260025	0.0522864124229
Papolg	Papolg	1115.86677796	0.766791036214	0.308438578328	2.48604127399	0.0129172983189	0.0523948090497
Bfar	Bfar	1717.85335714	0.598191947125	0.240650650992	2.48572752518	0.0129286912232	0.0524274489589
Wiz	Wiz	4419.39104079	-0.546903549055642	0.220096051589	-2.48484034632243	0.0129609547473	0.0525446830364
Adrbk2	Adrbk2	2109.77678894	0.785906637355	0.316297882425	2.48470407494	0.0129659167556	0.0525512027013
Oip5	Oip5	588.548978375	-0.968374891385617	0.389773943511	-2.48445261030827	0.0129750776721	0.0525747328794
Ccdc122	Ccdc122	356.708387287	1.1674203214	0.470013599721	2.48380115404	0.0129988370148	0.0526573881037
Sox13	Sox13	760.165531587	0.805768837973	0.324611279981	2.48225766529	0.0130552834529	0.0528723795355
Atp11c	Atp11c	1906.11024796	0.788983854498	0.317862798481	2.4821522313	0.013059147144	0.0528743608783
9930021J03Rik	9930021J03Rik	1413.0304638	0.699786122533	0.281942915345	2.48201350148	0.0130642325215	0.052881286329
Ccdc55	Ccdc55	1522.90235691	0.61383370268	0.247334840377	2.48179230125	0.0130723446151	0.0529004565532
Gatsl3	Gatsl3	239.812847209	1.18202090132	0.476298816064	2.48167927666	0.0130764912941	0.0529035739964
Ube2j2	Ube2j2	2205.260006	-0.57445648192972	0.231535294934	-2.48107521616899	0.0130986729703	0.052967155152
Kntc1	Kntc1	1964.10726911	-0.658133396099806	0.265262221738	-2.48106719376477	0.0130989677844	0.052967155152
Smg8	Smg8	1316.62751797	-0.633459615713297	0.255360361881	-2.48064974159245	0.0131143167686	0.0530155390732
Jak1	Jak1	10979.7676706	0.502425705747	0.20256674919	2.48029702681	0.0131272978668	0.0530543281595
Dbn1	Dbn1	211.021661207	-1.45356774345341	0.586182030928	-2.47972074673329	0.0131485313741	0.0531264409751
Elmo3	Elmo3	404.362985972	0.953771194012	0.384705239317	2.47922590216	0.0131667885543	0.0531864939049
Pkp3	Pkp3	167.011813688	1.51522425582	0.611405713763	2.47826315932	0.0132023729762	0.0533164902486
Cpq	Cpq	1403.99474459	0.640063662695	0.258342512011	2.47757776184	0.0132277580863	0.0534052412922
Myh9	Myh9	31850.2628827	0.472884941548	0.190913895241	2.47695402659	0.0132508969027	0.0534816989669
Ms4a6d	Ms4a6d	70.3200597014	-2.36074335471031	0.953145808725	-2.4767914133381	0.0132569352727	0.0534816989669
G3bp1	G3bp1	18518.1515569	-0.458935370716835	0.185293377205	-2.47680396158678	0.0132564692279	0.0534816989669
Pcbp2	Pcbp2	20226.7218477	-0.482824113969955	0.194979122212	-2.47628622230176	0.0132757102143	0.0535436559456
1700094D03Rik	1700094D03Rik	227.880919997	1.42133600631	0.574093664333	2.4757911376	0.0132941323651	0.0536041585251
Lrif1	Lrif1	642.010393511	0.943915300509	0.381403167816	2.47484913645	0.0133292467349	0.0537154220016
Slc17a5	Slc17a5	715.368006038	0.755939299145	0.305447545668	2.47485799073	0.0133289162985	0.0537154220016
Net1	Net1	3359.3346213	-0.529842283427966	0.214097146661	-2.47477508080424	0.0133320107323	0.0537154220016
Ndufa8	Ndufa8	3670.94006527	-0.603099578671049	0.243783380263	-2.47391589213122	0.0133641155002	0.0538309320752
Cox6b2	Cox6b2	1372.56118184	-0.644882511584047	0.260707043114	-2.47359067818722	0.0133762853829	0.0538522650731
Cxcr1	Cxcr1	16.2085390083	4.97368339713	2.0107024249	2.47360491316	0.0133757524889	0.0538522650731
Prox2	Prox2	177.312824752	1.34543824682	0.543950691226	2.47345626822	0.0133813180197	0.0538550016491
6330403K07Rik	6330403K07Rik	125.902565646	-2.07574551617173	0.839231337237	-2.47338895018629	0.0133838391998	0.0538550016491
Proser1	Proser1	1760.04577981	-0.651351396154266	0.263419044645	-2.47268149132001	0.0134103601937	0.0539201780535
Snx3	Snx3	5492.12292977	-0.57412617901969	0.232179494767	-2.4727686637278	0.0134070897951	0.0539201780535
Trim25	Trim25	4585.12692476	-0.511842408775769	0.20698569616	-2.47283951631024	0.0134044321777	0.0539201780535
Slc25a25	Slc25a25	781.856685106	-0.787748030997384	0.318600146544	-2.47252877797326	0.0134160911544	0.0539293823239
Aqr	Aqr	5629.85318055	-0.485650724592675	0.196444406639	-2.47220439055984	0.0134282718081	0.0539645014006
Ufl1	Ufl1	1343.53106446	0.70326719972	0.284483433748	2.47208489596	0.0134327612582	0.0539687015782
Rsad1	Rsad1	1066.57514545	0.711545739664	0.287903135603	2.47147617262	0.0134556517842	0.0540468105117
Pilrb1	Pilrb1	12.9926606335	-7.11523185736723	2.87936927207	-2.47110779655533	0.0134695209899	0.0540886530984
Ddx47	Ddx47	4615.91652778	-0.549715926288287	0.222475387158	-2.47090670708124	0.0134770972538	0.054094201662
Nufip2	Nufip2	4541.46162197	0.689721652008	0.279139195993	2.47088786493	0.013477807345	0.054094201662
Cdc42bpa	Cdc42bpa	2847.1952443	0.628622630746	0.254541817368	2.46962419474	0.0135255059511	0.0542717420608
Dolpp1	Dolpp1	879.664835043	-0.726472099852068	0.294347521282	-2.46807615939196	0.0135841414589	0.0544791176146
Fads3	Fads3	733.710174589	-0.749867744562346	0.303816284684	-2.46816178843538	0.0135808921981	0.0544791176146
Tbcc	Tbcc	1009.31269965	-0.812545652237522	0.329328472782	-2.4672802973063	0.0136143739368	0.0545863933512
C77080	C77080	749.639047055	0.743317408937	0.301353933121	2.46659269132	0.0136405419265	0.0546773219357
Ykt6	Ykt6	3698.70698216	-0.582029400287784	0.235974648297	-2.46649122898449	0.0136444070038	0.0546788269417
Aif1l	Aif1l	183.687376284	-1.34949274697086	0.547299426037	-2.46573024339387	0.0136734266226	0.0547811101378
Atox1	Atox1	1440.95372947	-0.620143988708179	0.251575821432	-2.46503811526633	0.0136998677397	0.0548661761966
Wscd1	Wscd1	9.60947682754	-6.68049223876146	2.71024560976	-2.46490289098331	0.0137050389337	0.0548661761966
Vim	Vim	13565.4657941	-0.609177151449482	0.247140754043	-2.46489962292453	0.0137051639309	0.0548661761966
Nol4l	Nol4l	1856.67361248	0.592189456573	0.240378471272	2.46357110701	0.0137560606671	0.0550558657962
Basp1	Basp1	1324.60710101	-0.632293048707706	0.25668764075	-2.46327811834365	0.013767307788	0.0550868094305
Alg9	Alg9	1407.15122367	-0.650759517715369	0.264200832145	-2.46312440589511	0.0137732116816	0.0550963629917
Mir142	Mir142	115.267474088	5.9303394202	2.40855187094	2.46220124704	0.0138087160609	0.0552101995302
Dpp8	Dpp8	5178.60594605	0.532374013767	0.216211167816	2.46228730525	0.0138054028787	0.0552101995302
Sipa1	Sipa1	7186.49055838	-0.489207001127857	0.198750910876	-2.46140759290481	0.0138393043141	0.0553183824739
Exosc2	Exosc2	3565.83049523	-0.517427637587409	0.210380821557	-2.45948101997879	0.0139138054486	0.0556019937707
Ets2	Ets2	1871.76096241	-0.639728566237038	0.260127123705	-2.4592920458473	0.0139211321671	0.0556129818162
Kcnk6	Kcnk6	458.622821501	-0.933646182387152	0.379650259938	-2.45922703316145	0.0139236535621	0.0556129818162
Mta2	Mta2	13728.8104409	-0.485655099126626	0.197502613814	-2.45898061675076	0.0139332140206	0.0556183613955
Gna13	Gna13	4296.32358195	0.55828324932	0.22703488567	2.4590196686	0.0139316985014	0.0556183613955
Fgf16	Fgf16	21.9746728587	4.15076432842	1.68810789669	2.45882643909	0.0139391987491	0.0556183613955
Slfn9	Slfn9	1347.76072983	0.720596910649	0.293061819093	2.45885633577	0.0139380380694	0.0556183613955
Nhs	Nhs	28.8908509145	-3.52501439167834	1.43372888644	-2.4586338637725	0.01394667715	0.0556340336721
Dgat2	Dgat2	93.3830862302	-1.89537957177487	0.77102517768	-2.45825898640326	0.0139612451629	0.0556638041875
Pomp	Pomp	4989.04544711	-0.585725710490936	0.238260685113	-2.45833973915294	0.0139581059164	0.0556638041875
Dnajc9	Dnajc9	5524.37572723	-0.516743080085521	0.210272731993	-2.45748973339779	0.0139911809754	0.0557689683805
Arf5	Arf5	4089.77593027	-0.589490625205261	0.239919129935	-2.45703885874409	0.0140087532816	0.0557788674253
Dnajb2	Dnajb2	796.044741756	0.724664374266	0.294940799186	2.45698247331	0.014010952207	0.0557788674253
Sept7	Sept7	5392.98658658	0.541666188164	0.220461108055	2.45696936273	0.0140114635386	0.0557788674253
Otoa	Otoa	9.49301711815	-6.66324533561661	2.71175329919	-2.45717239012752	0.0140035470247	0.0557788674253
Tlr8	Tlr8	9.72593653693	-6.69755505554812	2.72581421752	-2.45708420349729	0.0140069851429	0.0557788674253
Slc18a1	Slc18a1	31.2179302581	-3.64135933945886	1.48213245248	-2.45683800618467	0.0140165875424	0.0557850927616
Syp	Syp	114.334034308	1.63990368072	0.66761541406	2.45635982362	0.0140352546343	0.0558452018449
Stx5a	Stx5a	2200.66958573	0.57139472972	0.232632878621	2.45620796642	0.0140411873613	0.0558546242101
Snx12	Snx12	1683.59918717	-0.637571372398709	0.259649859886	-2.45550439610897	0.0140687031995	0.0559356788714
Heatr1	Heatr1	5112.11548157	-0.511465799985353	0.208288796435	-2.45556078262345	0.0140664962339	0.0559356788714
Tpcn2	Tpcn2	830.937380496	0.750973155366	0.305882913925	2.45510004377	0.0140845384865	0.0559844326597
Gm1564	Gm1564	9.37708126216	6.71386769037	2.7352087459	2.45460888513	0.0141037944472	0.0560325444202
Gpr15	Gpr15	9.37708126216	6.71386769037	2.7352087459	2.45460888513	0.0141037944472	0.0560325444202
Gcsh	Gcsh	2348.35755955	-0.675073141867973	0.275054311313	-2.45432670604605	0.0141148678323	0.0560481155763
Pink1	Pink1	3150.54257235	0.534431879024	0.217743233555	2.45441325684	0.0141114705559	0.0560481155763
Fndc5	Fndc5	9.46972517627	-6.65977192928866	2.71364168852	-2.45418249486248	0.0141205299875	0.056056393305
Zfp354b	Zfp354b	52.1468345196	2.73573747494	1.11515539978	2.45323429854	0.0141578089055	0.0561901488703
Tigd2	Tigd2	693.326933991	0.799153660457	0.325785624615	2.4530046757	0.014166849719	0.0562117924151
Gm6583	Gm6583	9.53814769288	-6.67067873373929	2.72032510998	-2.45216232033326	0.0142000589495	0.0563292971342
Mettl6	Mettl6	1288.36463018	-0.632742691311539	0.258126563824	-2.45128855371529	0.0142345791029	0.0564519412715
Slc27a1	Slc27a1	1218.48183585	0.657980958824	0.268474977209	2.45080925479	0.0142535463337	0.0565128586798
Pbk	Pbk	2189.47969422	-0.640772215809954	0.261548093509	-2.44992118739559	0.0142887486396	0.056638098263
Insl3	Insl3	413.880638574	1.11444776766	0.454953387702	2.44958670005	0.01430202733	0.0566763951023
Ppp2r2b	Ppp2r2b	26.932065637	3.8325751956	1.56471068786	2.44938264009	0.0143101335768	0.0566798490937
Gm17066	Gm17066	1036.55652556	0.910114349282	0.371558142501	2.44945338341	0.0143073228515	0.0566798490937
Tdrd7	Tdrd7	858.586863517	0.70345945166	0.287211266494	2.44927526781	0.0143144005489	0.0566824215824
Map9	Map9	496.741336562	1.20196791639	0.490770531891	2.44914443367	0.0143196014124	0.0566886898763
Cbfb	Cbfb	6406.3026111	0.487648470417	0.199129222961	2.44890460157	0.0143291394445	0.0567093756938
Cd24a	Cd24a	10108.5023754	-0.457307032586733	0.186745030756	-2.44883106520317	0.0143320650806	0.0567093756938
Cyb561	Cyb561	76.6992989577	-1.980429017287	0.808921581849	-2.44823362576079	0.014355853677	0.0567891621473
9130401M01Rik	9130401M01Rik	1333.83732895	-0.689765633411983	0.281766971274	-2.44800031137093	0.0143651531448	0.0568116064175
Lrrc8b	Lrrc8b	846.914909338	0.710674943842	0.290323664779	2.44787122119	0.0143703007168	0.0568176235003
Notch1	Notch1	3173.85058475	-0.563527579734923	0.23027092905	-2.4472371829974	0.0143956071119	0.0568889704506
Ces2e	Ces2e	9.4893664297	6.73069041606	2.75029307205	2.4472629788	0.0143945767564	0.0568889704506
