#1.2
22089	6
Name	Description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Slc6a6	Slc6a6	6466.60574878	-0.948035557353615	0.162273039005	-5.84222470451585	5.1508263016465e-09	8.91156280016422e-08
Gprasp2	Gprasp2	416.252887244	1.34001137218	0.229421445936	5.84082872772	5.19417836786425e-09	8.97736908083477e-08
Rassf8	Rassf8	183.549353631	-2.665893978973	0.456600958318	-5.83856413441657	5.26526146264273e-09	9.09092076259563e-08
Nsg2	Nsg2	47.2992472784	3.10689803919	0.532196524527	5.83787735546	5.28700510926440e-09	9.11913874106625e-08
Skap2	Skap2	3456.87730503	-0.807779914009763	0.138424805368	-5.83551417582879	5.36249369507826e-09	9.23990495256036e-08
Shroom2	Shroom2	47.0969819309	5.90323642539	1.01184218947	5.83414734714	5.40663276291224e-09	9.30646287813824e-08
Icosl	Icosl	201.146330905	-2.45924461706228	0.42174319108	-5.83114243234957	5.5049169266599e-09	9.4659905522993e-08
Phpt1	Phpt1	1508.39156823	0.922204974973	0.158194062557	5.82958020083	5.55669861403273e-09	9.54531157645541e-08
Endod1	Endod1	958.40713256	-1.38855348721268	0.23824735359	-5.82820109558457	5.60280396039933e-09	9.61473045480723e-08
Nags	Nags	46.8594066449	5.91287597478	1.01514656599	5.82465249142	5.72315604838898e-09	9.8112906632585e-08
H2-T9	H2-T9	996.875021747	-0.888097743630768	0.15248798258	-5.82405071273567	5.74381344943932e-09	9.83671743481059e-08
Ptpn21	Ptpn21	645.470913728	-1.07655385851514	0.184898928899	-5.82239099450188	5.80116360499092e-09	9.92486814932895e-08
Gm21949	Gm21949	88.1229976633	2.08076819352	0.357579248934	5.81904067342	5.91863321216774e-09	1.01155911356948e-07
Sfrp2	Sfrp2	42.5840472372	3.25331657915	0.559421737122	5.81549904708	6.04532577359064e-09	1.03112495972577e-07
BC016579	BC016579	159.982742367	2.06641635259	0.355326887006	5.81553613914	6.04398533106025e-09	1.03112495972577e-07
Fxyd7	Fxyd7	34.3747610409	4.423135222	0.76096523199	5.81253260472	6.15346936312296e-09	1.04851143961346e-07
H2-T22	H2-T22	997.125455841	-0.887233002570903	0.152669431748	-5.81146462926175	6.19286191808388e-09	1.0541599430319e-07
Aph1b	Aph1b	202.223865736	-1.57194556762013	0.270672682991	-5.80755157946028	6.33930257027738e-09	1.07800063647235e-07
Osbpl5	Osbpl5	419.660332703	-1.07778039246613	0.185628831949	-5.80610447821923	6.39430700824557e-09	1.08626024286956e-07
Abca1	Abca1	901.433583279	4.8467805666	0.835092522906	5.80388452017	6.47959118437254e-09	1.09964197727954e-07
Srgap2	Srgap2	1999.59420238	-0.749337582713106	0.12916547918	-5.80137655564363	6.57727090268775e-09	1.11509835806009e-07
Tctn2	Tctn2	246.366984196	1.4629498275	0.252640407689	5.79064070105	7.01184307455913e-09	1.18758256927789e-07
Abca3	Abca3	2163.54067525	0.834252736069	0.144205987759	5.78514629686	7.24492498546954e-09	1.22582969243125e-07
Clcn2	Clcn2	354.492852929	1.30101053975	0.224937962615	5.78386380238	7.30040563842442e-09	1.23398047658093e-07
Ston2	Ston2	302.396480264	1.57799826666	0.273021821641	5.77975143957	7.48110694171971e-09	1.26325971817879e-07
Lama5	Lama5	989.678858809	-1.74343243386219	0.301811036779	-5.77656951339728	7.62390131248126e-09	1.28608588973585e-07
Hdac9	Hdac9	327.850672767	-1.53045911577713	0.26495926447	-5.7762053304198	7.64041269490455e-09	1.28758491782593e-07
H2-K2	H2-K2	115.73626443	-1.80116146925816	0.311904946245	-5.77471274804904	7.7084476545401e-09	1.29775520532965e-07
Fam160a2	Fam160a2	1223.25105025	0.739508726575	0.128074475369	5.77405235855	7.7387372013933e-09	1.30155693608294e-07
Scn11a	Scn11a	35.9102043488	4.7033741906	0.814686813711	5.77322980002	7.77662670424665e-09	1.30662804505382e-07
Pcca	Pcca	1101.2004351	-0.973166359382118	0.168668409505	-5.76970140548151	7.94121161390207e-09	1.33295526155418e-07
0610040J01Rik	0610040J01Rik	37.9117565141	4.53306149393	0.785969249432	5.76747944936	8.04658934208081e-09	1.3493019625658e-07
Rin2	Rin2	275.005447672	1.37383476515	0.238230395146	5.76683241577	8.0775300958537e-09	1.35314655950978e-07
Pdp1	Pdp1	893.137120052	-1.52104572841731	0.263773244631	-5.76648981417635	8.09395990631955e-09	1.35455507411409e-07
Plxnb2	Plxnb2	1713.20096704	-1.37307412818648	0.23824184568	-5.76336253720086	8.24544138492285e-09	1.37853983391888e-07
Fam60a	Fam60a	1605.62746118	0.958918888173	0.166388591159	5.76312883892	8.25687147947694e-09	1.37908537885705e-07
M6pr	M6pr	6384.42489114	-0.735757618321827	0.127708719872	-5.76121676780574	8.35097059879048e-09	1.39204826782997e-07
Cxcr2	Cxcr2	125.762157627	2.4972071456	0.433447423297	5.76126886765	8.34839283632589e-09	1.39204826782997e-07
Gch1	Gch1	455.298706899	-1.19231740061047	0.206969445448	-5.76083777985744	8.36974522294338e-09	1.39380195103177e-07
Taldo1	Taldo1	6240.79904981	-0.75457062933197	0.130991057847	-5.76047435401556	8.38778745953457e-09	1.39543033538621e-07
Dock9	Dock9	1204.57225631	0.737806191847	0.128196686517	5.75526725294	8.65048307344546e-09	1.43771709821063e-07
Bex6	Bex6	774.065373161	-1.35664486877963	0.235878254464	-5.751462218779	8.84748547627477e-09	1.46901317357302e-07
Cd276	Cd276	452.170566836	-1.77112968410114	0.308551982337	-5.74013386881688	9.46017389154368e-09	1.56919937458356e-07
Ppp2r3a	Ppp2r3a	1333.49682074	-1.27567488635622	0.222367328405	-5.7367909913178	9.64872060322481e-09	1.59890378906824e-07
Pirb	Pirb	61.8187164803	2.64482334612	0.461193452342	5.73473741374	9.76635341720352e-09	1.61681023336175e-07
Lancl3	Lancl3	180.034335353	1.41536649848	0.246880549349	5.73300125189	9.86689049258939e-09	1.63185419057654e-07
Hecw2	Hecw2	38.7368669816	4.36925399109	0.762858702432	5.727474796	1.0193657634573e-08	1.68424758138356e-07
Slc18b1	Slc18b1	202.699706634	-1.33070321841631	0.23240641542	-5.72575940304057	1.02972070422641e-08	1.69969343221575e-07
Cul7	Cul7	4121.19548815	0.936012367271	0.163577992853	5.72211671597	1.05204990141021e-08	1.734854944845e-07
Txn1	Txn1	9931.1016164	-0.672137195315708	0.117503731547	-5.72013489670253	1.06439512932149e-08	1.75350011255831e-07
Marco	Marco	49.7334957666	7.46656499887	1.30572699277	5.7183201697	1.0758229066507e-08	1.77059898652083e-07
Trim66	Trim66	119.891480105	2.01252913584	0.352119437835	5.71547298898	1.09399298379405e-08	1.79875029448358e-07
Gca	Gca	284.055616538	-1.26564243883511	0.221462438412	-5.71493047720357	1.09748884186828e-08	1.80274285834511e-07
Dhtkd1	Dhtkd1	93.4084416087	1.88653553378	0.330185961107	5.71355465099	1.10640319137478e-08	1.81561946448539e-07
Dfna5	Dfna5	273.562082337	-1.37017386824077	0.239836949725	-5.71293901884016	1.11041478884966e-08	1.82043341014712e-07
Cntn3	Cntn3	40.4932793938	7.1637827114	1.2541865213	5.71189579042	1.11724499377812e-08	1.82985440979024e-07
Vegfc	Vegfc	193.259123417	1.68831878423	0.296184512447	5.700226424	1.19648401914625e-08	1.95773538249066e-07
Pik3r1	Pik3r1	7524.67677421	0.708148269592	0.124246785371	5.69952991119	1.20138245221491e-08	1.96384744318499e-07
5930403L14Rik	5930403L14Rik	899.562029776	1.42245437657	0.249644356492	5.69792322389	1.2127563948933e-08	1.98052267738572e-07
Mpl	Mpl	6488.40354809	2.18514785576	0.38351475316	5.69768917038	1.21442199624269e-08	1.98132655348348e-07
Pou6f1	Pou6f1	49.8974513035	3.00969606825	0.528769130468	5.69189064723	1.25640314285409e-08	2.04784010330446e-07
Trib2	Trib2	94.4770959645	2.45277053038	0.430943028269	5.69163524986	1.25828427177088e-08	2.04892846799644e-07
Extl1	Extl1	87.5283547119	-2.76515446534208	0.485842598927	-5.69146153805314	1.25956530921412e-08	2.04903851747491e-07
Rfx3	Rfx3	843.359531898	0.792868731591	0.139375353399	5.68872983819	1.27987765267993e-08	2.08007834871543e-07
Arsb	Arsb	1100.54492125	-0.714796901469123	0.125699015385	-5.68657518342328	1.29612338783832e-08	2.10445572375364e-07
Ttc7	Ttc7	2904.48746251	-0.91907009151231	0.161760165303	-5.68168368146091	1.33375168338885e-08	2.1634707901733e-07
Gpm6b	Gpm6b	106.979620966	1.7582680904	0.309570642518	5.67969906996	1.34931926181905e-08	2.18662236613017e-07
Pla2g4a	Pla2g4a	3973.30450277	-0.862535049202855	0.151902870017	-5.67820113672021	1.3611860251511e-08	2.20373798856198e-07
Plxdc2	Plxdc2	1601.17050351	-1.3006265455971	0.229079983101	-5.67760887700277	1.36590587593717e-08	2.20926117060105e-07
Emp2	Emp2	24.9867035516	-4.35056312511235	0.766493954196	-5.67592621089224	1.37940233969368e-08	2.22895578067631e-07
Armcx6	Armcx6	528.820577833	0.936261656465	0.164973257518	5.67523288654	1.3850010208091e-08	2.23586302460635e-07
Fkbp11	Fkbp11	304.633395455	-1.48421961820387	0.261543668566	-5.67484438197995	1.38814788819264e-08	2.23880279274316e-07
Ubxn11	Ubxn11	219.920047208	1.39234538439	0.245489997181	5.67169905241	1.41388193601005e-08	2.27813076063605e-07
Ap2a2	Ap2a2	3657.90322274	0.674037105643	0.118887788681	5.66952344829	1.43195252943232e-08	2.30504770371727e-07
Tmem131	Tmem131	3864.93248371	0.652364075913	0.115112132865	5.66720518227	1.45145495519169e-08	2.33421603555875e-07
Rgsl1	Rgsl1	39.0426566167	3.55136611702	0.626946858341	5.66454089334	1.47418703549994e-08	2.36851781935794e-07
Ndufa4l2	Ndufa4l2	57.7990910952	5.19510979566	0.917409816881	5.66280161828	1.48921293967297e-08	2.39038495240663e-07
Camk2d	Camk2d	1346.76382019	1.0060956801	0.177751412617	5.66012762029	1.51260466990123e-08	2.42562606419299e-07
Litaf	Litaf	1456.92259348	-1.15320587058717	0.203768333279	-5.65939688483635	1.51905887532927e-08	2.4336649116518e-07
Atp8a2	Atp8a2	78.5702863104	2.72708645623	0.482228515643	5.65517460658	1.55687918574055e-08	2.49189212610568e-07
9030619P08Rik	9030619P08Rik	582.992341832	-1.72205378721147	0.304557648912	-5.65427856881751	1.56502212593765e-08	2.50255337297189e-07
Muc6	Muc6	164.57202335	2.50688886106	0.443406763053	5.65370010101	1.57030103644943e-08	2.50861904460596e-07
Mir6537	Mir6537	71.8341008631	3.37180326553	0.596435178953	5.65326021085	1.57432690425105e-08	2.51267335587742e-07
Fxyd5	Fxyd5	4408.0946765	-0.752152040086056	0.13312998291	-5.64975690407774	1.60674893135244e-08	2.56199834323109e-07
Ephx1	Ephx1	150.452421966	-2.06046019981404	0.364743018926	-5.64907371190346	1.61314679570911e-08	2.56977328229661e-07
Aqp3	Aqp3	40.6637357144	7.16923190816	1.26962923933	5.64671298207	1.63544525888149e-08	2.60283964575615e-07
Lpar6	Lpar6	1011.72711894	-1.03178455908281	0.182911762277	-5.64088687483929	1.69176489627013e-08	2.68993804504872e-07
Epha4	Epha4	31.7616670513	4.57494787891	0.81107601035	5.64059079609	1.69467675724532e-08	2.69203308775583e-07
Klf3	Klf3	812.287623375	0.935675902458	0.166087480736	5.63363294036	1.76452379718216e-08	2.80035233451297e-07
Fam169b	Fam169b	154.303106674	1.82331494881	0.323662047658	5.63339125487	1.7669995441923e-08	2.80164829138322e-07
Mir6925	Mir6925	40.5444204579	-2.52526977680806	0.448293075079	-5.63307781714171	1.77021532200207e-08	2.8041140644772e-07
Apoa1	Apoa1	40.567011626	4.91238883121	0.872278824689	5.63167268558	1.78470153499027e-08	2.82441144515892e-07
Fam49a	Fam49a	1032.29118474	1.33667899251	0.237408005452	5.63030294602	1.7989336427456e-08	2.84426905350208e-07
Ddt	Ddt	494.366194445	-0.971296412395023	0.172520073466	-5.63004868292041	1.80158763202981e-08	2.84580063184803e-07
Crip1	Crip1	1037.13405822	-1.02884354676145	0.182800634139	-5.62822744904056	1.8207090712306e-08	2.87331713801869e-07
Chst15	Chst15	572.847367454	1.07567188267	0.191273703353	5.62373114449	1.86876423206317e-08	2.94640082377392e-07
Sdpr	Sdpr	267.505248944	1.98544705979	0.353610229054	5.61478966575	1.96801488300922e-08	3.09999060769531e-07
F2r	F2r	4647.02098731	-1.13638170539077	0.202424641166	-5.61385065990832	1.97873006365204e-08	3.11396419895884e-07
Cyb5b	Cyb5b	7832.67655975	-0.961659727916644	0.17146455973	-5.60850434301029	2.04082578672625e-08	3.20869499391615e-07
Erich2	Erich2	35.6193203011	4.21601333945	0.752045638311	5.60606048979	2.06983649175619e-08	3.25127990695767e-07
Kcnq5	Kcnq5	362.641951849	-1.31514640807778	0.234699957012	-5.60352215153136	2.1003925911917e-08	3.29621090100958e-07
Myom1	Myom1	450.795358931	1.91024977241	0.340922134687	5.60318494476	2.10448463712091e-08	3.29956616364194e-07
Tmsb10	Tmsb10	5806.766083	0.981666356128	0.175218243631	5.60253507733	2.11239270020864e-08	3.30889268420436e-07
Rasgrp4	Rasgrp4	1274.95281853	-0.866559907215121	0.154679741597	-5.60228442501911	2.11545052388143e-08	3.3106114500706e-07
2210016F16Rik	2210016F16Rik	593.891055344	0.855830832728	0.152824741189	5.60008036701	2.14252451775653e-08	3.34987675989229e-07
Nuak1	Nuak1	60.0318337769	-3.44704638373605	0.615774402512	-5.59790463792053	2.16958029826741e-08	3.38904097285323e-07
Lrrc61	Lrrc61	460.476458872	0.936937418174	0.167439949754	5.59566232284	2.19781105177075e-08	3.42996648985221e-07
Cdon	Cdon	244.028663017	1.38916809851	0.248366522644	5.59321797369	2.22899163405576e-08	3.47541576478907e-07
Ssr4	Ssr4	3057.90483799	-0.777334502174297	0.139068744513	-5.58957014312618	2.2763240333905e-08	3.54594166308413e-07
P2ry6	P2ry6	31.4998493623	4.0440928159	0.723547917058	5.58925362171	2.28047674921592e-08	3.54913644122212e-07
6330419J24Rik	6330419J24Rik	323.20212427	1.18820104717	0.212609630769	5.58865110144	2.28840206081044e-08	3.55819127061189e-07
Sned1	Sned1	41.9564150632	4.33922779021	0.776869846754	5.58552736773	2.32992091351628e-08	3.61941532158564e-07
Tmem26	Tmem26	52.6668526974	2.96817295043	0.531532465107	5.58417998012	2.34805446709144e-08	3.64423232824504e-07
Gaa	Gaa	3205.1055317	-0.711725629336404	0.127550012064	-5.5799730460098	2.4055585915527e-08	3.73005164159401e-07
E130307A14Rik	E130307A14Rik	221.288144366	1.59743788333	0.286445159839	5.57676689048	2.45029864296523e-08	3.79593971423036e-07
Gata4	Gata4	28.7402468422	7.64182926034	1.37112414777	5.57340432868	2.4980886667257e-08	3.86642761011276e-07
Bex1	Bex1	536.845764551	1.17468288357	0.21081847368	5.57201113859	2.51815316959176e-08	3.89391340858302e-07
Ccdc149	Ccdc149	431.192379777	-1.40579968680608	0.252377304569	-5.57023021229862	2.54402964284754e-08	3.93032795508908e-07
Zbtb8a	Zbtb8a	168.77402758	-1.30824203093283	0.23490442757	-5.56925233152909	2.55834759493338e-08	3.94883523656719e-07
Tuba1a	Tuba1a	1361.94572406	-1.41453202635904	0.254032568863	-5.56830973559945	2.57222291628318e-08	3.9666261337313e-07
Chpf2	Chpf2	1814.06318995	-0.824251672929816	0.14803057919	-5.5681175973345	2.57506020149471e-08	3.96737833598902e-07
Zbtb10	Zbtb10	713.707101855	1.14898610755	0.206376817715	5.56741847397	2.58540973536485e-08	3.97969268836562e-07
Naaa	Naaa	173.566680941	-2.03404587751317	0.365660112026	-5.56266820091722	2.65680745973005e-08	4.0858698328781e-07
Gm53	Gm53	35.140967759	3.80752192548	0.684567858716	5.56193498862	2.66799690059625e-08	4.09579526997209e-07
Kcnh2	Kcnh2	335.013527557	1.27897995904	0.229952651408	5.56192742816	2.66811251745191e-08	4.09579526997209e-07
Lpin1	Lpin1	945.424226071	-1.17831409971051	0.212417334467	-5.54716545457851	2.903379713062e-08	4.45290370887964e-07
Plcb4	Plcb4	786.156353768	1.03330380774	0.18629542869	5.54658702582	2.91299670863075e-08	4.46359913084745e-07
Gstt3	Gstt3	324.001365947	-1.61850865691767	0.291846864915	-5.54574625082387	2.92703062335286e-08	4.48103709029341e-07
Tnfrsf13c	Tnfrsf13c	123.378361506	1.6161436053	0.291482729645	5.54456041793	2.94693567945007e-08	4.50742354014437e-07
Abhd15	Abhd15	455.182640841	-1.36204184730298	0.245671899401	-5.54414994397525	2.95385632889365e-08	4.51392017825322e-07
Chaf1b	Chaf1b	2357.75775146	-0.740837525900428	0.133744152383	-5.53921433350328	3.03831610947855e-08	4.63878895340459e-07
Slc12a5	Slc12a5	109.484677204	2.27957654901	0.411839917967	5.53510344569	3.11044718888335e-08	4.74462612750535e-07
D16Ertd472e	D16Ertd472e	2120.33415755	-0.758919340740091	0.137160915611	-5.5330582867607	3.14694836701836e-08	4.79597203298484e-07
Kif26a	Kif26a	75.6711641536	2.71300531932	0.490780234904	5.52794331632	3.24006694439233e-08	4.93343286050577e-07
Dad1	Dad1	2063.92542125	-0.758427996783188	0.137224316872	-5.52692127804574	3.25899103448237e-08	4.95777681155579e-07
Slc41a3	Slc41a3	269.686218435	1.51226909967	0.273702938338	5.52522055061	3.29071965534271e-08	5.00153844285482e-07
Gba2	Gba2	1844.29479281	1.08164935696	0.195774530805	5.52497483975	3.29532831641215e-08	5.00403902436471e-07
Dysf	Dysf	33.7353254441	4.97283063875	0.900458640101	5.52255308272	3.34108810729265e-08	5.06529159575618e-07
AW112010	AW112010	130.884596201	-1.94733683194693	0.352617256637	-5.52252277871598	3.34166459651332e-08	5.06529159575618e-07
Tcf15	Tcf15	95.4116334651	-1.89623465286515	0.343613405821	-5.51851185298541	3.41882415780504e-08	5.17296278930967e-07
Appl2	Appl2	1776.79464844	-0.803070401755027	0.145521813655	-5.51855685126877	3.41794900103381e-08	5.17296278930967e-07
Coro2a	Coro2a	6488.55850418	-1.07750831254279	0.195324207575	-5.51651188513292	3.45794114361582e-08	5.22746590430588e-07
Gfod1	Gfod1	786.316202439	-1.18536511764271	0.21489084171	-5.51612673769795	3.46552385721683e-08	5.23424292065862e-07
Larp1b	Larp1b	415.483727496	-1.0126546135547	0.183625786739	-5.51477345060526	3.49229523388927e-08	5.26996401424971e-07
Asb17	Asb17	23.7428591067	7.36210002687	1.33521754691	5.51378316134	3.51201260022697e-08	5.29498613994934e-07
Synm	Synm	69.9332883526	-3.44872488291977	0.625915718617	-5.50988700290071	3.59064124255649e-08	5.4087036593942e-07
Ak1	Ak1	474.315040356	-1.30091080523223	0.236139738827	-5.50907192366029	3.60730503557095e-08	5.42896192786551e-07
Vcam1	Vcam1	55.5204157809	6.74465490517	1.22475558551	5.50693949466	3.65125681927075e-08	5.49021573020534e-07
Syt12	Syt12	19.2680089951	-4.35780584258537	0.792062163021	-5.5018482715576	3.75830329804946e-08	5.64614853121558e-07
Adssl1	Adssl1	1726.43031183	-0.896056555393335	0.162880984485	-5.50129628835731	3.77009036983698e-08	5.65882186533932e-07
Acvr1b	Acvr1b	1897.49694068	0.657124315954	0.119681576112	5.49060546576	4.00558217634573e-08	6.00695032236004e-07
Pcdh17	Pcdh17	26.1414951069	7.50529716547	1.36846112258	5.48447964041	4.14688238601346e-08	6.21333238422567e-07
Cisd3	Cisd3	185.044429393	-1.38580373603721	0.252710327505	-5.48376376113527	4.16370713336673e-08	6.23301051897434e-07
Sema6a	Sema6a	32.865867424	5.39117797482	0.983493437139	5.48166136268	4.21350165835002e-08	6.30196536783866e-07
Foxo1	Foxo1	599.129925832	0.931626854849	0.170047986473	5.47861150358	4.28676412122694e-08	6.40586716380869e-07
Zfp862-ps	Zfp862-ps	629.091559943	0.97500953164	0.178058899594	5.47576972486	4.3561387208626e-08	6.50378058713402e-07
Nrp2	Nrp2	61.9225271823	2.25505575579	0.412068631541	5.47252467958	4.43668948621497e-08	6.61819246150406e-07
Mroh1	Mroh1	1200.06037345	-0.891742678209206	0.162976737915	-5.47159483996421	4.46003554678375e-08	6.6471456525146e-07
BC064078	BC064078	143.371731558	1.91289351906	0.34989584862	5.46703691001	4.576207902259e-08	6.81427219025975e-07
Mycn	Mycn	7628.5062993	0.814694432506	0.149276032513	5.45763722944	4.82512206916637e-08	7.17859130043554e-07
Slc12a6	Slc12a6	4041.95700886	0.692220576214	0.126856250658	5.45673210917	4.84977191530597e-08	7.20891272551554e-07
Flrt3	Flrt3	41.2285923067	3.16604205881	0.580429699261	5.45465206698	4.90688279717509e-08	7.28738987802098e-07
Ptn	Ptn	59.121301924	-2.80460311310681	0.514280334924	-5.45345198454893	4.9401289686319e-08	7.33031790547612e-07
Colec12	Colec12	29.2809484195	7.66771883987	1.40635204637	5.45220441756	4.97492205864699e-08	7.37546390538306e-07
Hebp1	Hebp1	592.492367915	1.15653656079	0.212343768737	5.44652931267	5.13621421062051e-08	7.60790466320509e-07
Prrg3	Prrg3	36.1931539924	7.00455224347	1.28693847555	5.44280272643	5.2448721234279e-08	7.76204300404938e-07
Lonrf3	Lonrf3	706.657890702	-1.21301280200593	0.222953911075	-5.44064374630697	5.30883833519777e-08	7.84982873276266e-07
Gnptab	Gnptab	4033.66812757	-0.668419885825461	0.122958104493	-5.43615964624276	5.44411805698783e-08	8.04281518025341e-07
Mmp14	Mmp14	57.6732503914	2.78458151392	0.512292211173	5.43553357475	5.46326963198556e-08	8.06405340958987e-07
Cd93	Cd93	7768.16286241	0.65246236349	0.120070001142	5.43401646776	5.50994924826325e-08	8.12585179093216e-07
Fcna	Fcna	36.5931349296	7.0232886627	1.29329691625	5.43053074237	5.61866989681642e-08	8.27895810450629e-07
Klhdc8b	Klhdc8b	299.009869761	1.37528507882	0.253334217196	5.42873794958	5.67539422903086e-08	8.35524908033261e-07
Gm2061	Gm2061	23.1987428004	7.33225955941	1.35085618739	5.42786095802	5.70334416533343e-08	8.38908271566378e-07
Rasa2	Rasa2	1237.76243672	-1.11685126970643	0.205769848209	-5.42767212701868	5.70937968379579e-08	8.39065146567238e-07
Trip10	Trip10	796.229870283	-0.940344344092906	0.17330080325	-5.42608185571349	5.76045493624704e-08	8.45835148291022e-07
Crtap	Crtap	1812.83972429	-0.71733103222767	0.132342646107	-5.42025608018176	5.95137233546774e-08	8.73109237677743e-07
Copz2	Copz2	114.224547269	-1.67107633460255	0.308528361434	-5.41628110568302	6.08514062500003e-08	8.91959067654085e-07
Mns1	Mns1	2075.41133821	0.80459201768	0.148572270342	5.41549251303	6.11202297088496e-08	8.95122462154063e-07
Fam222a	Fam222a	32.2655936499	3.56183943015	0.658269335967	5.41091500931	6.27035280759503e-08	9.17514536473567e-07
Dapk2	Dapk2	31.8028441451	4.02874059052	0.74476560442	5.40940742512	6.32336269050334e-08	9.24470150578696e-07
Man2a2	Man2a2	6725.30154504	-0.584438556068677	0.10807639639	-5.40764288586756	6.38595926076491e-08	9.32814083713462e-07
Arhgdig	Arhgdig	61.6961927394	2.67298747145	0.494339840945	5.40718600859	6.40226445407149e-08	9.34387533028965e-07
Sesn2	Sesn2	506.682991975	-1.46223322871078	0.270546171056	-5.40474560405657	6.49004387301594e-08	9.46380663555675e-07
Mc2r	Mc2r	27.491266729	7.57172064656	1.40156568784	5.40233020277	6.57807150352615e-08	9.57563063866746e-07
Pik3r2	Pik3r2	1417.3135038	-1.06447123504633	0.197037848737	-5.40236935120833	6.57663558722083e-08	9.57563063866746e-07
Emp1	Emp1	319.332443042	-1.34024461066602	0.248183311711	-5.40022051210808	6.65590315672769e-08	9.68058404000893e-07
Ppapdc3	Ppapdc3	101.610340942	2.03462465035	0.376920554979	5.3980198837	6.73804015599788e-08	9.79161325939589e-07
Edaradd	Edaradd	70.0324788179	2.63077238476	0.487438765201	5.39713410704	6.77137759853569e-08	9.82315138564207e-07
Ccdc91	Ccdc91	820.621615819	-1.00687090582141	0.186552300348	-5.39725805546689	6.76670302960154e-08	9.82315138564207e-07
Tfec	Tfec	1166.95901313	-1.54371725784398	0.28621474203	-5.39356305302146	6.90740712548135e-08	1.00118864138093e-06
Mfsd2a	Mfsd2a	59.4071309905	-2.95889316633994	0.549148949579	-5.38814317792567	7.11893311033266e-08	1.03059601619529e-06
Snx24	Snx24	229.112242098	-1.89236281684383	0.351214582025	-5.38805309828983	7.12250118974243e-08	1.03059601619529e-06
Tspan14	Tspan14	6267.79333389	0.807339996605	0.149844642108	5.38784694098	7.13067365781374e-08	1.03089516597468e-06
Pyroxd2	Pyroxd2	119.35037232	1.78700830364	0.331789554592	5.38596914493	7.20553241907767e-08	1.0408265220577e-06
Elovl6	Elovl6	4117.38219163	-1.07778803974059	0.200145815469	-5.38501410691604	7.24389667890382e-08	1.04547384034162e-06
Rassf9	Rassf9	35.9799739211	6.9888900712	1.29880072407	5.38103339617	7.40594521412007e-08	1.06703746489447e-06
Ifi30	Ifi30	599.578569203	-1.13966833866811	0.211792295642	-5.381066082756	7.4046004068891e-08	1.06703746489447e-06
4930506M07Rik	4930506M07Rik	55.8752044482	-2.37972940265775	0.44231887294	-5.38012178146558	7.44354675067536e-08	1.07043054602954e-06
Hmga2-ps1	Hmga2-ps1	69.325255433	2.33283105486	0.43360136486	5.38012848649	7.44326951338715e-08	1.07043054602954e-06
Nyap1	Nyap1	93.5749140069	1.81160174742	0.336728842004	5.38000171485	7.44851291948782e-08	1.07043054602954e-06
Gucy1a2	Gucy1a2	32.4232321536	4.26688090568	0.793933210546	5.37435750137	7.68562359830878e-08	1.1035666673558e-06
Sesn1	Sesn1	4569.11690516	0.833744140956	0.155254943304	5.37016164002	7.86661002302368e-08	1.12859453567356e-06
Ninl	Ninl	613.94280138	1.02299911501	0.190626800147	5.36650205648	8.02782856581064e-08	1.14977025582933e-06
C1qc	C1qc	49.2473624621	5.96324139819	1.11118771307	5.36654727912	8.02581694957017e-08	1.14977025582933e-06
Scpep1	Scpep1	842.295672275	-1.68647697450749	0.314403168007	-5.36405846415687	8.1372546607619e-08	1.16445493391208e-06
Spry1	Spry1	325.446066654	1.76314390589	0.328794840975	5.36244395035	8.21034487672011e-08	1.1739194207307e-06
Tmc7	Tmc7	30.6705558903	4.81516058625	0.897979937543	5.3622139927	8.22080681092666e-08	1.17442084441039e-06
Olfr632	Olfr632	32.5819487705	4.96960835175	0.92761233185	5.35741945328	8.44189815693356e-08	1.2049864097885e-06
Agpat4	Agpat4	310.626189884	1.05385216977	0.196835864821	5.35396418093	8.60479009479915e-08	1.22720004679712e-06
Wfdc2	Wfdc2	67.1898968385	2.33771044597	0.436977803889	5.34972354468	8.80886907052473e-08	1.25514997517744e-06
Cd38	Cd38	82.7649735204	2.66222094587	0.497650029977	5.34958461871	8.81563348667796e-08	1.25514997517744e-06
Atp6v0a1	Atp6v0a1	671.568172536	-0.880402256141669	0.164588328512	-5.3491171828587	8.8384302587851e-08	1.25733558003239e-06
Ptrf	Ptrf	1376.42344654	-1.29838930293576	0.242823749742	-5.34704411869148	8.94022299998596e-08	1.27074583819666e-06
Il15ra	Il15ra	388.704975956	-0.857234709975234	0.160344792696	-5.34619612873978	8.98218776556954e-08	1.27563685962496e-06
F10	F10	96.3367219782	2.54243721807	0.475597059858	5.34577993151	9.00285396662631e-08	1.27749741244077e-06
Prkd1	Prkd1	47.609792309	2.71422672019	0.50787069828	5.34432628105	9.07539652573919e-08	1.28670987181891e-06
Npc2	Npc2	5204.26286863	-0.681124237777385	0.127480226238	-5.34297951828923	9.1431097892955e-08	1.29522275085607e-06
LOC100503676	LOC100503676	114.358686335	-2.33685321087765	0.437453421825	-5.34194749495934	9.19532917121108e-08	1.30152831839958e-06
Neo1	Neo1	140.347790593	1.80593565579	0.338115546863	5.34117899204	9.23440211346145e-08	1.30596410458886e-06
