TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr12 35.64 cM	mouse chr12 35.64 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 H4|2 103.13 cM	mouse chr2 H4|2 103.13 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 A3.1|13 11.58 cM	mouse chr13 A3.1|13 11.58 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 H6|1 97.33 cM	mouse chr1 H6|1 97.33 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 74.66 cM	mouse chr1 74.66 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 45.25 cM	mouse chr2 45.25 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 F3|15 58.05 cM	mouse chr15 F3|15 58.05 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 F|5 62.63 cM	mouse chr5 F|5 62.63 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 B3|5 22.47 cM	mouse chr5 B3|5 22.47 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 E1|11 71.94 cM	mouse chr11 E1|11 71.94 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 B2|4 28.7 cM	mouse chr4 B2|4 28.7 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 C5|4 44.62 cM	mouse chr4 C5|4 44.62 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 B1|13 30.5 cM	mouse chr13 B1|13 30.5 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 D2|10 64.98 cM	mouse chr10 D2|10 64.98 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 F1|9 56.47 cM	mouse chr9 F1|9 56.47 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 38.89 cM	mouse chr9 38.89 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 H4|2 99.92 cM	mouse chr2 H4|2 99.92 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 D2|10 64.96 cM	mouse chr10 D2|10 64.96 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 2.06 cM	mouse chr7 2.06 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 D3|4 73.94 cM	mouse chr4 D3|4 73.94 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 C3- D1|13 49.22 cM	mouse chr13 C3- D1|13 49.22 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 B3|16 26.64 cM	mouse chr16 B3|16 26.64 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 B3|11 41.84 cM	mouse chr11 B3|11 41.84 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr18 32.39 cM	mouse chr18 32.39 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 A1|13 4.38 cM	mouse chr13 A1|13 4.38 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 D|3 27.33 cM	mouse chr3 D|3 27.33 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 26.02 cM	mouse chr9 26.02 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX C2|X 40.59 cM	mouse chrX C2|X 40.59 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 A1|15 5.96 cM	mouse chr15 A1|15 5.96 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 B1|10 18.89 cM	mouse chr10 B1|10 18.89 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr19 C1|19 22.64 cM	mouse chr19 C1|19 22.64 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 B1|7 19.39 cM	mouse chr7 B1|7 19.39 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 A3- A4|9 9.99 cM	mouse chr9 A3- A4|9 9.99 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 12.35 cM	mouse chr5 12.35 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr14 C1|14 25.38 cM	mouse chr14 C1|14 25.38 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 H3|2 94.8 cM	mouse chr2 H3|2 94.8 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr14 A3|14 10.73 cM	mouse chr14 A3|14 10.73 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 E5|5 51.9 cM	mouse chr5 E5|5 51.9 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 A1|16 2.3 cM	mouse chr16 A1|16 2.3 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 B1|5 16.93 cM	mouse chr5 B1|5 16.93 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 A3.3|6 12.35 cM	mouse chr6 A3.3|6 12.35 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 A2- B1|15	mouse chr15 A2- B1|15	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 E3|15 46.26 cM	mouse chr15 E3|15 46.26 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 F4|9 72.54 cM	mouse chr9 F4|9 72.54 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr19 C3|19 35.68 cM	mouse chr19 C3|19 35.68 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX A2|X 17.37 cM	mouse chrX A2|X 17.37 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 E2.3|1 52.97 cM	mouse chr1 E2.3|1 52.97 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 E1|2 52.3 cM	mouse chr2 E1|2 52.3 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 F|5 63.17 cM	mouse chr5 F|5 63.17 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 C1|12 24.45 cM	mouse chr12 C1|12 24.45 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 E1|9 43.99 cM	mouse chr9 E1|9 43.99 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 A5|4 22.33 cM	mouse chr4 A5|4 22.33 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 B2|16 19.66 cM	mouse chr16 B2|16 19.66 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 A5|4 23.0 cM	mouse chr4 A5|4 23.0 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 A1|11 2.42 cM	mouse chr11 A1|11 2.42 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 B1|12 18.32 cM	mouse chr12 B1|12 18.32 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 E2|11 79.17 cM	mouse chr11 E2|11 79.17 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 C1.3|2 35.79 cM	mouse chr2 C1.3|2 35.79 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 D3|6 44.8 cM	mouse chr6 D3|6 44.8 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 65.37 cM	mouse chr11 65.37 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 A3|5 11.78 cM	mouse chr5 A3|5 11.78 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX A7.3|X 38.13 cM	mouse chrX A7.3|X 38.13 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 B3|11 39.91 cM	mouse chr11 B3|11 39.91 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX A3.3|X 20.49 cM	mouse chrX A3.3|X 20.49 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 A1|1 1.85 cM	mouse chr1 A1|1 1.85 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 E5|2 59.23 cM	mouse chr2 E5|2 59.23 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 A3.3|17 15.17 cM	mouse chr17 A3.3|17 15.17 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 G2|2 72.93 cM	mouse chr2 G2|2 72.93 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 35.91 cM	mouse chr7 35.91 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 60.1 cM	mouse chr11 60.1 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 F3|3 49.31 cM	mouse chr3 F3|3 49.31 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 B1.3|11 36.39 cM	mouse chr11 B1.3|11 36.39 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 G2|5 83.27 cM	mouse chr5 G2|5 83.27 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 E1|15 39.32 cM	mouse chr15 E1|15 39.32 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr19 A|19 3.55 cM	mouse chr19 A|19 3.55 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 A1|3 3.88 cM	mouse chr3 A1|3 3.88 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr14 D2|14 36.24 cM	mouse chr14 D2|14 36.24 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 56.59 cM	mouse chr16 56.59 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 C1|10 39.1 cM	mouse chr10 C1|10 39.1 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 A3.2|13 13.77 cM	mouse chr13 A3.2|13 13.77 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 B|9 33.71 cM	mouse chr9 B|9 33.71 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 E1|7 51.59 cM	mouse chr7 E1|7 51.59 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 86.88 cM|5 G3	mouse chr5 86.88 cM|5 G3	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX A6|X 32.86 cM	mouse chrX A6|X 32.86 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 C2|1 30.32 cM	mouse chr1 C2|1 30.32 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 A5.1|9 23.88 cM	mouse chr9 A5.1|9 23.88 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 B1|6 19.43 cM	mouse chr6 B1|6 19.43 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 69.34 cM	mouse chr6 69.34 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr19 D3|19 54.59 cM	mouse chr19 D3|19 54.59 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 63.77 cM	mouse chr6 63.77 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 E1|15 37.59 cM	mouse chr15 E1|15 37.59 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr19 D2|19 50.99 cM	mouse chr19 D2|19 50.99 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 F2|12 62.93 cM	mouse chr12 F2|12 62.93 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 D3|10 77.66 cM	mouse chr10 D3|10 77.66 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 F3|7 70.07 cM	mouse chr7 F3|7 70.07 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 B2|10 22.9 cM	mouse chr10 B2|10 22.9 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 A3|3 11.05 cM	mouse chr3 A3|3 11.05 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 E1|4 77.64 cM	mouse chr4 E1|4 77.64 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 F3|9 63.88 cM	mouse chr9 F3|9 63.88 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 B|1 18.96 cM	mouse chr1 B|1 18.96 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 G1|3 53.41 cM	mouse chr3 G1|3 53.41 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 F1|15 56.38 cM	mouse chr15 F1|15 56.38 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr18 E3|18 55.84 cM	mouse chr18 E3|18 55.84 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 C1|12 26.67 cM	mouse chr12 C1|12 26.67 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 80.4 cM	mouse chr1 80.4 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 E4|5 48.56 cM	mouse chr5 E4|5 48.56 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX 56.24 cM	mouse chrX 56.24 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 53.37 cM	mouse chr16 53.37 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 D1|15 28.16 cM	mouse chr15 D1|15 28.16 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 F3|7 68.98 cM	mouse chr7 F3|7 68.98 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 D2|10 60.07 cM	mouse chr10 D2|10 60.07 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 A4|8 24.02 cM	mouse chr8 A4|8 24.02 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 B1.3|11 31.03 cM	mouse chr11 B1.3|11 31.03 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 C7|4 49.75 cM	mouse chr4 C7|4 49.75 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 A1|4 2.82 cM	mouse chr4 A1|4 2.82 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 78.48 cM	mouse chr2 78.48 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 58.2 cM	mouse chr15 58.2 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr3 60.55 cM	mouse chr3 60.55 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 E1|8 67.73 cM	mouse chr8 E1|8 67.73 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 B2|16 19.7 cM	mouse chr16 B2|16 19.7 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 89.46 cM	mouse chr1 89.46 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr14 D3|14 42.77 cM	mouse chr14 D3|14 42.77 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 A5|13 25.34 cM	mouse chr13 A5|13 25.34 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 H4|1 84.26 cM	mouse chr1 H4|1 84.26 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 28.31 cM	mouse chr11 28.31 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 F1|6 55.77 cM	mouse chr6 F1|6 55.77 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 F1|6 56.9 cM	mouse chr6 F1|6 56.9 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 C1.1|1 23.94 cM	mouse chr1 C1.1|1 23.94 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 A5|11 25.03 cM	mouse chr11 A5|11 25.03 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 C1.3|16 36.47 cM	mouse chr16 C1.3|16 36.47 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 B3|12 21.5 cM	mouse chr12 B3|12 21.5 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 B|1 19.03 cM	mouse chr1 B|1 19.03 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 E1.3|17 40.82 cM	mouse chr17 E1.3|17 40.82 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 B1|4 23.83 cM	mouse chr4 B1|4 23.83 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 E1|8 64.69 cM	mouse chr8 E1|8 64.69 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 B2.1|6 20.92 cM	mouse chr6 B2.1|6 20.92 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 65.43 cM	mouse chr2 65.43 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 6.37 cM	mouse chr1 6.37 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 H4|2 99.09 cM	mouse chr2 H4|2 99.09 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 A3.1|13 12.3 cM	mouse chr13 A3.1|13 12.3 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 A2|8 15.95 cM	mouse chr8 A2|8 15.95 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 A1|5 1.92 cM	mouse chr5 A1|5 1.92 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr11 B1.2|11 28.69 cM	mouse chr11 B1.2|11 28.69 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 A1.2|8 8.45 cM	mouse chr8 A1.2|8 8.45 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 B1|13 31.15 cM	mouse chr13 B1|13 31.15 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 41.75 cM	mouse chr5 41.75 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr18 A1|18 5.0 cM	mouse chr18 A1|18 5.0 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 C3.3|16 52.35 cM	mouse chr16 C3.3|16 52.35 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 D2.2	mouse chr4 D2.2	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr19 A|19 3.03 cM	mouse chr19 A|19 3.03 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 D3|15 35.95 cM	mouse chr15 D3|15 35.95 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 B3|5 23.95 cM	mouse chr5 B3|5 23.95 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 A5.3|9 26.39 cM	mouse chr9 A5.3|9 26.39 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 C2|1 32.83 cM	mouse chr1 C2|1 32.83 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 79.78 cM	mouse chr5 79.78 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr19 11.02 cM	mouse chr19 11.02 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 2.32 cM	mouse chr17 2.32 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 A1|2 9.86 cM	mouse chr2 A1|2 9.86 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 B1|7 17.1 cM	mouse chr7 B1|7 17.1 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr14 C1|14 25.98 cM	mouse chr14 C1|14 25.98 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 C1.3- C2|1 29.47 cM	mouse chr1 C1.3- C2|1 29.47 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 B3|16 26.71 cM	mouse chr16 B3|16 26.71 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 B2|17 19.45 cM	mouse chr17 B2|17 19.45 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 C1|8 37.22 cM	mouse chr8 C1|8 37.22 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX C3|X 42.07 cM	mouse chrX C3|X 42.07 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 A3|2 18.9 cM	mouse chr2 A3|2 18.9 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 H4|2 97.45 cM	mouse chr2 H4|2 97.45 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 6.9 cM	mouse chr2 6.9 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 E2|2 54.69 cM	mouse chr2 E2|2 54.69 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr15 F2|15 57.45 cM	mouse chr15 F2|15 57.45 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 A2|2 10.56 cM	mouse chr2 A2|2 10.56 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 E|12 50.16 cM	mouse chr12 E|12 50.16 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX A3.3|X 20.11 cM	mouse chrX A3.3|X 20.11 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 G2|5 85.06 cM	mouse chr5 G2|5 85.06 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr9 E3.1|9 47.83 cM	mouse chr9 E3.1|9 47.83 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr17 A3.3|17 14.05 cM	mouse chr17 A3.3|17 14.05 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 B3|5 20.35 cM	mouse chr5 B3|5 20.35 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX C1|X 40.16 cM	mouse chrX C1|X 40.16 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr12 32.0 cM	mouse chr12 32.0 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 5.86 cM	mouse chr13 5.86 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 B1|5 17.53 cM	mouse chr5 B1|5 17.53 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr19 A-B|19 4.34 cM	mouse chr19 A-B|19 4.34 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr13 D1|13 51.92 cM	mouse chr13 D1|13 51.92 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 A1|7 8.0 cM	mouse chr7 A1|7 8.0 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 A2- A3|5 6.56 cM	mouse chr5 A2- A3|5 6.56 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 67.94 cM	mouse chr10 67.94 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr7 B1|7 19.44 cM	mouse chr7 B1|7 19.44 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrY|X 79.33 cM	mouse chrY|X 79.33 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 D1|4 53.7 cM	mouse chr4 D1|4 53.7 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 A3|5 10.5 cM	mouse chr5 A3|5 10.5 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 E3|2 55.99 cM	mouse chr2 E3|2 55.99 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr18 27.24 cM|18 D1	mouse chr18 27.24 cM|18 D1	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX A5|X 27.82 cM	mouse chrX A5|X 27.82 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr4 C4|4 41.43 cM	mouse chr4 C4|4 41.43 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr1 42.59 cM	mouse chr1 42.59 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chrX A2|X 18.4 cM	mouse chrX A2|X 18.4 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 A1|5 5.26 cM	mouse chr5 A1|5 5.26 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr10 C1|10 42.99 cM	mouse chr10 C1|10 42.99 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 B5|16 29.52 cM	mouse chr16 B5|16 29.52 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 G3|5 86.79 cM	mouse chr5 G3|5 86.79 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr2 C3|2 43.54 cM	mouse chr2 C3|2 43.54 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr16 C4|16 54.53 cM	mouse chr16 C4|16 54.53 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr5 B3|5 20.81 cM	mouse chr5 B3|5 20.81 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr8 E1|8 68.99 cM	mouse chr8 E1|8 68.99 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
mouse chr6 B2.1|6 20.93 cM	mouse chr6 B2.1|6 20.93 cM	0.999999999817839	-1.82160499358208e-10	1	0	0	193	112291
